,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
498,2018-10-29 01:03:12,acip king,False,Convenient,"No need to leave the car, perfect for in a hurry",5,"{'id': 5716390, 'body': 'Hi there, \n\nThank you for your positive feedback.  \nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-10-30T00:13:28Z'}",No need leave car perfect hurry,positive,0.0,0.0,1.0,"need, car, hurry"
499,2018-10-29 12:21:18,bernard.huang,False,Needs improvement,"The apps performs well enough, but the whole thing needs redesign. When finish fueling up, it never reports if it has been paid or not. The app just sits there waiting. Tell us so we know we’re not stealing fuel!",1,"{'id': 5734361, 'body': 'Hi there,\n\nWe are working with our developers to investigate this further and will share updated information as soon as it is fixed.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-10-31T00:18:17Z'}",The apps performs well enough whole thing need redesign When finish fueling never report paid The app sits waiting Tell u know stealing fuel,positive,0.16,0.14,0.7,"apps, thing, fuel"
500,2018-10-29 21:50:31,MattAngelofDeth,True,Great idea! But needs Velocity linkage,"Fantastic idea but with the lack of velocity connect, This solution unfortunately doesn’t work for me",1,"{'id': 2468055, 'body': ""Hi MattAngelofDeth, thanks for your feedback and interest in BPme. We're sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what caused this. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Cheers."", 'modified': '2018-02-01T12:16:55Z'}",Fantastic idea lack velocity connect This solution unfortunately doesnt work,negative,0.99,0.0,0.01,"Fantastic idea, velocity connect, lack, solution"
501,2018-10-29 23:24:58,choonbo,False,Velocity needs to be incorporated,The app is designed to save customers from having to go to the cashier but the inability to upload/ link one’s Velocity program details means we still need to go to the cashier. Please address this ASAP.,2,"{'id': 5734353, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-10-31T00:16:35Z'}",The app designed save customer go cashier inability upload link one Velocity program detail mean still need go cashier Please address ASAP,negative,0.95,0.02,0.03,"Velocity program details, app, customers, cashier, inability, link, one, ASAP"
502,2018-10-31 08:39:19,Bbbrrrryyyyan,False,Velocity???,"Good concept, but won’t use it until I can get velocity points.",5,"{'id': 5750614, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-01T00:47:46Z'}",Good concept wont use I get velocity point,positive,0.07,0.01,0.92,"Good concept, velocity points"
503,2018-10-31 10:33:57,Chan7250,False,Convenient,"Good system, easy to set up & use :)",5,"{'id': 5750610, 'body': 'Hi there, \n\nThank you for your positive feedback.  We are so happy to hear that you find it easy to use\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-01T00:47:10Z'}",Good system easy set use,positive,0.0,0.0,1.0,Good system
504,2018-10-31 19:36:30,JEBT31,False,Velocity,Can you add the ability to claim velocity points ? As I won’t use app until you do.,2,"{'id': 5834551, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\nAt present you can only use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have attempted to accumulate points through the app.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-07T00:35:09Z'}",Can add ability claim velocity point As I wont use app,neutral,0.01,0.99,0.0,"velocity points, ability, app"
505,2018-11-02 01:22:34,Stephenr884,False,"Good, but needs work to keep up with BPMe in New Zealand","The app is good. But it’s in the dark ages compared to the New Zealand version. You can claim your reward points, order coffees, add them to your coffee card. Claim free coffees after you’ve purchased the required amount. Main issue is I’m disappointed I can’t claim my velocity points on the app",3,"{'id': 5834542, 'body': 'Hi Stephen\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-07T00:34:25Z'}",The app good But dark age compared New Zealand version You claim reward point order coffee add coffee card Claim free coffee youve purchased required amount Main issue Im disappointed I cant claim velocity point app,mixed,0.35,0.12,0.53,"New Zealand version, Claim free coffees, dark ages, reward points, coffee card, required amount, Main issue, velocity points, app"
506,2018-11-02 08:35:02,Ezzalenko,False,Easy to use,"Quick and easy to use, very handy. Changing your credit card details seem impossible though if you want to rename.",4,"{'id': 5834527, 'body': 'Hi Ezzalenko,\n\nThank you for your positive feedback.  We are so happy to hear that you find it quick and easy to use.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-07T00:33:26Z'}",Quick easy use handy Changing credit card detail seem impossible though want rename,mixed,0.48,0.02,0.5,credit card details
507,2018-11-05 07:39:43,Aussie Razorgirl,False,Convenient when it Works,"The app is great but unreliable. You’d better make sure you have cash on you in case it doesn’t work, because the staff at the Station cannot/will not help you. The App doesn’t give you the codes you need on your receipt to give feedback, nor will your purchases count towards Velocity Rewards like they would if you made a purchase in-store.",2,"{'id': 5834518, 'body': 'Hi there, \n\nApologies for any inconvenience caused. We would like to understand the issue you have experienced in more detail. If you could please drop a note to aucustcare@bp.com with some more details, we’ll help get it sorted.\n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\nAt present you can only use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have attempted to accumulate points through the app.\n\nKind regards,\n\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-07T00:31:47Z'}",The app great unreliable Youd better make sure cash case doesnt work staff Station cannotwill help The App doesnt give code need receipt give feedback purchase count towards Velocity Rewards like would made purchase instore,mixed,0.58,0.03,0.39,"Velocity Rewards, app, cash, case, staff, Station, codes, receipt, feedback, purchases, store"
508,2018-11-06 10:33:29,Mella_mama,False,So convenient!,"I pulled up to the petrol pump today with 2 toddlers in the car, 1 asleep and I did NOT want to have to wake him to walk in but that’s what I would’ve had to do. I saw the sign for the app, downloaded and set it up and was gone within around 7 minutes. I will use this every time now. I won’t need to lug the toddlers in and out of car seats for a 1 minute stop to pay!",5,"{'id': 5849521, 'body': 'Hi there, \n\nThank you for your positive feedback.  We are so happy to hear that you find it quick and convenient.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-08T00:19:13Z'}",I pulled petrol pump today toddler car asleep I NOT want wake walk thats I wouldve I saw sign app downloaded set gone within around minute I use every time I wont need lug toddler car seat minute stop pay,mixed,0.28,0.25,0.47,"petrol pump, 1 minute stop, 2 toddlers, car, sign, app, 7 minutes, seats"
509,2018-11-07 22:25:16,Meggie mou,False,Good for mums with buns!!!,"This makes paying for fuel soooo much easier. You just unlock the pump, pump the fuel and the app sorts the rest out. No leaving Bub in car alone while you go to pay!!! Winning!!!",5,"{'id': 5963730, 'body': 'Hi Meggie,\n\nThank you for your positive feedback.  We are glad to hear that you find it so much easier.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-16T00:38:09Z'}",This make paying fuel soooo much easier You unlock pump pump fuel app sort rest No leaving Bub car alone go pay Winning,mixed,0.34,0.1,0.56,"fuel, pump, app, rest, No, Bub, car"
510,2018-11-10 06:00:11,Bella083,False,So easy to use,Makes filling up with kids in the car so much easier,5,"{'id': 5963722, 'body': 'Hi Bella,\n\nThank you for your positive feedback.  We are so happy to hear that you find it so much easier.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-16T00:36:52Z'}",Makes filling kid car much easier,positive,0.0,0.0,1.0,"Makes, kids, car"
511,2018-11-13 07:44:41,JoshuaRotunno,False,Way too slow / Defeats the purpose,Too slow to be convenient,1,"{'id': 5963707, 'body': ""Hi Joshua,\n\nThank you for your feedback. \nWe are sorry to hear that your experience using BPme was not as quick and easy as we would expect it to be. \nWe are continuing to strive to improve the speed of payment and hope with future updates we'll be able to give you even more time back in your day.  \n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)"", 'modified': '2018-11-16T00:35:51Z'}",Too slow convenient,negative,0.96,0.0,0.04,
512,2018-11-16 00:21:38,feedbak go,False,Experience,"Take a bit long to open app, process is different with Caltex, personally I think Caltex app is more convenient, after fill up open app and confirm payment, like what we used to do in old days",3,"{'id': 6015588, 'body': 'Hi there, \n\nThank you for your feedback.  \nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-20T00:19:35Z'}",Take bit long open app process different Caltex personally I think Caltex app convenient fill open app confirm payment like used old day,positive,0.01,0.02,0.97,"old days, open app, Caltex app, process, payment"
513,2018-11-16 00:34:13,yojac,False,2nd time worked,First time I tried to use this app there was an error which was such a disappointment first go. I had to wake my sleeping baby. Tried it again today and it actually worked. I got charged an extra dollar separately not sure what for.,4,"{'id': 6015578, 'body': 'Hi there, \n\nApologies for any inconvenience caused. We would like to understand the issue you have experienced in more detail. If you could please drop a note to aucustcare@bp.com with some more details, we’ll help get it sorted.\n\n\nBPme is free to download, however as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the method is valid. This will be released by your financial provider. The time it takes will vary depending on the card issuer or bank. \n\nKind regards,\n\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-20T00:17:46Z'}",First time I tried use app error disappointment first go I wake sleeping baby Tried today actually worked I got charged extra dollar separately sure,negative,1.0,0.0,0.0,"sleeping baby, extra dollar, app, error"
514,2018-11-16 10:18:28,Strfan598567,False,No Velocity support,There’s no point in using the app if it doesn’t have velocity support. BP should just add pay pass at the pump.,1,"{'id': 6015569, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-20T00:16:47Z'}",Theres point using app doesnt velocity support BP add pay pas pump,negative,0.99,0.01,0.0,"velocity support, pay pass, point, app, BP, pump"
515,2018-11-18 00:51:56,rusty 99,False,Almost perfect.,Works a treat. It would be 5 star if the receipt was a pdf format attachment.,4,"{'id': 6015562, 'body': 'Hi there, \n\nThank you for your positive feedback.  \nWe will definitely pass on your feedback to the development team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-20T00:16:02Z'}",Works treat It would star receipt pdf format attachment,positive,0.01,0.01,0.98,"pdf format attachment, treat, 5 star, receipt"
516,2018-11-18 07:55:39,<caro>,False,No Rewards,"Just downloaded the app. Set up payment, but nowhere to enter my velocity card details. Turns out I can’t earn velocity points if I pay via the app. Therefore won’t be using the app. Waste of time. Sigh....",1,"{'id': 6015552, 'body': 'Hi Carlo,\n\nThank you for taking the time to contact BP. \n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\nAt present you can only use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have attempted to accumulate points through the app.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-20T00:14:51Z'}",Just downloaded app Set payment nowhere enter velocity card detail Turns I cant earn velocity point I pay via app Therefore wont using app Waste time Sigh,negative,0.93,0.06,0.01,"velocity card details, velocity points, app, payment, Turns, Waste, time, Sigh"
517,2018-11-19 11:05:18,Buffynoz,False,Fantastic,Love it!,5,"{'id': 6015543, 'body': 'Hi there, \n\nThank you for your positive feedback.  We are so happy to hear that you love the app.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-20T00:13:57Z'}",Love,positive,0.0,0.0,1.0,
518,2018-11-19 12:56:07,danielleurban,False,Good but too slow and laborious,Would be just as quick to pay in store. The app takes a long time to open and it makes you check ALL your details EVERY TIME. Pump takes an eternity to unlock. It’s just as time consuming to pay in store.,4,,Would quick pay store The app take long time open make check ALL detail EVERY TIME Pump take eternity unlock Its time consuming pay store,negative,0.91,0.08,0.01,"long time, store, app, details, Pump, eternity"
519,2018-11-20 01:39:44,panthel,False,Kid friendly,So easy with a bub in the car!,5,,So easy bub car,positive,0.0,0.0,1.0,"bub, car"
520,2018-11-22 22:22:37,deeg92,False,Quick and Easy,"Great App, great concept especially when you’re in a rush you can beat standing in line 👏🏻",5,"{'id': 6094242, 'body': 'Hi there, \n\nThank you for your positive feedback.  We are so happy to hear that you find it a great app.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-11-26T00:24:19Z'}",Great App great concept especially youre rush beat standing line,positive,0.0,0.0,1.0,"Great App, great concept, rush, line"
521,2018-11-23 01:44:32,Kmilly83,False,Needs the ability to add velocity membership,"This app has the potential is be great, besides it needing to have clearer instructions. I use my velocity membership at BP, however I cannot when I use this app, so sadly until that comes in I cannot. It would also be great if payments could be processed by BP not PayPal. Thanks",3,"{'id': 6094238, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \nWe will definitely pass on your feedback to the team.\n\n\n\nIf you have any further queries regarding BPme, please contact us as below.\n\nKind regards,\n\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-26T00:23:07Z'}",This app potential great besides needing clearer instruction I use velocity membership BP however I cannot I use app sadly come I cannot It would also great payment could processed BP PayPal Thanks,mixed,0.25,0.01,0.74,"clearer instructions, velocity membership, app, potential, BP, payments, PayPal"
522,2018-11-23 07:54:04,Nms26,False,No Velocity Frequent Flyer points?,The reasons that I don’t use this app are: there seem to be no option to add my velocity account details to get the points; and the process seem to be slow. Can improvements be made regarding those issues?. Thanks,4,"{'id': 6094234, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nApologies for any inconvenience caused due to the app behaving against expectation. We would like to understand the issue you have experienced in more detail. If you could please drop a note to aucustcare@bp.com with some more details, we’ll help get it sorted.\n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\nAt present you can only use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have attempted to accumulate points through the app.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-26T00:21:29Z'}",The reason I dont use app seem option add velocity account detail get point process seem slow Can improvement made regarding issue Thanks,mixed,0.49,0.02,0.49,"velocity account details, reasons, app, option, points, process, improvements, issues"
523,2018-11-25 04:36:01,mattgranfield,False,"Onerous setup process, no Velocity and no loyalty reward","It takes forever to sign up and activate. And the only reason I go to BP is for Velocity points, but you can’t claim through the app! And you’d think you’d get some sort of discount or something for being loyal and using the app, but no.",1,"{'id': 6094220, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-11-26T00:19:06Z'}",It take forever sign activate And reason I go BP Velocity point cant claim app And youd think youd get sort discount something loyal using app,positive,0.07,0.31,0.62,"Velocity points, reason, BP, app, sort, discount, something"
524,2018-11-30 03:39:49,Jshopaholic,False,Great app,Love using the app to pay for my petrol and not having to queue. Are we able to add on velocity or other rewards to the app?,4,,Love using app pay petrol queue Are able add velocity reward app,positive,0.01,0.09,0.9,"other rewards, app, petrol, velocity"
525,2018-11-30 03:49:54,indie lime,False,Doesn’t work,Have tried using this app in several locations and it doesn’t actually work!,1,,Have tried using app several location doesnt actually work,negative,0.99,0.01,0.0,"several locations, app"
526,2018-12-01 07:24:44,LincolnC-海外,False,Can’t get the velocity point?,Should it be fixed?,2,,Should fixed,neutral,0.03,0.94,0.03,
527,2018-12-03 01:35:18,Bluecow71,False,How can I link my Velocity Card,How can I link my Velocity Card to purchases please?,3,,How I link Velocity Card purchase please,neutral,0.0,1.0,0.0,"Velocity Card, purchases"
528,2018-12-03 02:10:28,ec1o,False,Add support for Velocity,Good app but please add velocity points add on,4,,Good app please add velocity point add,positive,0.02,0.01,0.97,"Good app, velocity points"
529,2018-12-03 02:42:55,Amirufc,False,This application is great but needs improvements,"I always use my Velocity frequent flyer card but with this application I cant. I still have to go into the store to be able to get my points, so most of the times I just pay in store instead using this app. It would be nice if I could link or sync my Velocity frequent flyer card to this application.",3,"{'id': 6278393, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-07T00:25:01Z'}",I always use Velocity frequent flyer card application I cant I still go store able get point time I pay store instead using app It would nice I could link sync Velocity frequent flyer card application,positive,0.01,0.0,0.99,"Velocity frequent flyer card, application, store, points, times"
530,2018-12-06 00:25:49,Aussie 71,False,No rewards cards??,"Good onboarding process (it is as lengthy as it needs to be, but smooth nonetheless). Can’t find a way to include Velocity Rewards card details so won’t be using the app to pay with. Pity 😞",3,"{'id': 6278388, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nBPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\n\nAt present you can only use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have attempted to accumulate points through the app.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-07T00:23:55Z'}",Good onboarding process lengthy need smooth nonetheless Cant find way include Velocity Rewards card detail wont using app pay Pity,mixed,0.55,0.05,0.4,"Velocity Rewards card details, Good onboarding process, way, app, Pity"
531,2018-12-06 22:25:48,Phyri,False,Support for Velocity!,Desperately need support for Velocity members as this is the only reason I use BP. As for the app itself- it’s a bit slow and still requires the cashier to unlock the pump. I thought the point of these technologies is to cut out human input and speed up transactions?,5,,Desperately need support Velocity member reason I use BP As app bit slow still requires cashier unlock pump I thought point technology cut human input speed transaction,negative,0.96,0.01,0.03,"Velocity members, human input, support, reason, BP, app, cashier, pump, point, technologies, transactions"
532,2018-12-08 09:35:52,Mos201111,False,Very useful for parents,The app is really good and easy to use. Very useful if you have kids in the car and you can’t leave them in there to pay for petrol. The only bad thing that It doesn’t have options to add the velocity membership number for reward and not available on any BP petrol stations.,4,"{'id': 6328331, 'body': 'Hi there, \n\nThank you for your positive feedback.  We are so happy to hear that you find it easy to use. We will definitely pass on your feedback to the team.\n\nNew features and functionality for BPme will be made available in the future. At present we cannot advise when this functionality will be made available.\n\nIf you have any further queries please contact us using the below details.\n\nKind regards,\n\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-11T00:37:24Z'}",The app really good easy use Very useful kid car cant leave pay petrol The bad thing It doesnt option add velocity membership number reward available BP petrol station,mixed,0.33,0.0,0.67,"velocity membership number, BP petrol stations, bad thing, app, kids, car, options, reward"
533,2018-12-08 10:42:34,User23292466,False,Good idea but...,The concept behind this app is good however after using it for the first time today to pay for petrol I was underwhelmed. My only concern is the speed of the process from start to finish. It is painfully slow and I swear it would have been quicker to walk in store and pay.,3,"{'id': 6328293, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe are sorry to hear that your experience using BPme was not as quick and easy as we would expect it to be.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\n\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-11T00:34:12Z'}",The concept behind app good however using first time today pay petrol I underwhelmed My concern speed process start finish It painfully slow I swear would quicker walk store pay,negative,0.99,0.0,0.01,"first time, concept, app, petrol, concern, speed, process, start, finish, store"
534,2018-12-09 04:30:17,Cowdy75,False,Great idea but a bit slow,"This is a great idea but the process is very slow. After filling up I’ve had to wait lengthy periods for the payment to be processed. Also, you can’t link your Velocity card to the account as far as I can tell so you miss out on those points. Also, the $1 apparently ‘one of’ payment they put through your account to make sure he account is active is actually processed every time you use the app. It needs some tweaks but it’s a good concept",3,"{'id': 6328253, 'body': ""Hi there,\n\nWe are sorry to hear that your experience using BPme was not as quick and easy as we would expect it to be. \nWe are continuing to strive to improve the speed of payment and hope with future updates we'll be able to give you even more time back in your day.  \nIn regards to Velocity, BPme was introduced as a fuel payment method to help customers save time. BPme is always under development and we aim to introduce new features and offers in due course to make your life at the pump easier.\nBPme is free to download, however as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the method is valid. This will be released by your financial provider. The time it takes will vary depending on the card issuer or bank. \n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)"", 'modified': '2018-12-11T00:31:02Z'}",This great idea process slow After filling Ive wait lengthy period payment processed Also cant link Velocity card account far I tell miss point Also apparently one payment put account make sure account active actually processed every time use app It need tweak good concept,mixed,0.49,0.0,0.51,"great idea, lengthy periods, Velocity card, good concept, process, wait, payment, account, points, app, tweaks"
535,2018-12-09 13:27:04,gr8tiger,False,"No Velocity, No BPme","Great app in principle to save time, but Won’t use if I can’t earn Velocity points. Let me know when you do.",3,"{'id': 6328220, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-11T00:28:27Z'}",Great app principle save time Wont use I cant earn Velocity point Let know,positive,0.01,0.0,0.99,"Great app, Velocity points, principle, time"
536,2018-12-09 21:11:28,Conrad Quicky,False,Too easy!,Fast and user friendly,5,"{'id': 6328215, 'body': 'Hi Conrad,\n\nThank you for your positive feedback.  We are so happy to hear that you find it fast and user friendly.\nWe will definitely pass on your feedback to the team.\n\nKind regards,\nBP Customer Support\n\nPh: 1300 1300 27\nEmail: aucustcare@bp.com', 'modified': '2018-12-11T00:27:32Z'}",Fast user friendly,positive,0.0,0.04,0.96,friendly
537,2018-12-12 00:03:27,Bexica13,False,Need to include velocity points,I downloaded this app yesterday but am disappointed to see that I am unable to include my velocity number. Guess it will be walking in for me until this function is made available,3,"{'id': 6375609, 'body': 'Hi there,\n\nThank you for taking the time to contact BP. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. At present we cannot advise when a loyalty scheme will be implemented into the app.\n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.\n\nIf you have any further queries regarding BPme, please contact us as below.\n\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-14T00:15:23Z'}",I downloaded app yesterday disappointed see I unable include velocity number Guess walking function made available,negative,1.0,0.0,0.0,"velocity number, app, Guess, function"
538,2018-12-13 14:30:26,Almeisterthedestroyer,False,Worthless without virgin frequent flyer points,Shame because the app works well but i want my frequent flyer points so bzzzzzt,2,"{'id': 6428865, 'body': 'Hi there, \n\nWe have introduced the fuel payment function to help customers save time. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.\n\nKind regards,\nBPme Customer Care\nPhone: 1300 1300 27 (option 3 2 2 for BPme)', 'modified': '2018-12-18T00:22:35Z'}",Shame app work well want frequent flyer point bzzzzzt,negative,1.0,0.0,0.0,"frequent flyer points, app"
