,developerResponse,review,isEdited,userName,date,rating,title
750,"{'id': 11804561, 'body': 'Hi there! Thanks for bringing this to our attention. We are sorry to hear about your experience. It sounds like you are experiencing a technical issue. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST, or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r\n', 'modified': '2019-11-12T16:48:08Z'}",It won’t keep me signed in to make payments. I have to unlink pay pay and then relink every time I use the app. App says I have rewards for .15/gal nothing comes off when I pay. No progress on the rewards meter. Why am I using this app?,False,Solrak1969,2019-11-09 13:16:13,5,Pretty bad
751,"{'id': 11804656, 'body': ""Thank you for your feedback. We're sorry to hear about your experience. We're eager to continue to evolve our BPme Rewards program to help meet the demands of important consumers like you. If you still need assistance, please feel free to reach our helpdesk by calling 1-800-333-3991 M-F 6am-7pm CST. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team"", 'modified': '2019-11-12T16:54:49Z'}",Tried using on road trip and sitting at pump told me I was not at station. There was no station where app said it was. No way to use app when this happens and no way to go back to get credit for rewards and emailed twice with no response. Otherwise works great or rating would be lower,False,fedup1230,2019-11-09 14:51:01,3,Answer emails
752,"{'id': 11806550, 'body': 'Hello! Thanks for bringing this to our attention. It sounds like you are experiencing a technical issue. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST, or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r\n', 'modified': '2019-11-12T19:22:45Z'}",Setting up the app is a PITA!  You also have register a Cr/Dr card to use the app.  I am not crazy of putting in my card info into another hack able database... what was wrong with the BP reward card or codes?,False,RamonF16,2019-11-09 17:23:07,1,Hassle
753,"{'id': 11806621, 'body': ""Thanks for your feedback. We're sorry to hear about your experience. We'd like to look into this further for you. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST, or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r"", 'modified': '2019-11-12T19:27:52Z'}",I cannot add my debit card or my PayPal to my account whatsoever and it’s kind of frustrating because I’ve been a loyal BP customer for years.,False,Xmenmommu,2019-11-10 02:26:04,1,I want the old app back
754,"{'id': 11806642, 'body': ""At this time the the app doesn't work with cash, but we're working on adding this as a feature. Until this feature is ready, you can still get fuel discounts by signing up for text message offers. You'll receive a discount code each week that can be used on fuel purchases made with any form of payment. To join, text REWARDS to 38831. - BPme Support Team\r"", 'modified': '2019-11-12T19:29:49Z'}",What do you mean that it would not work if you used cash????? I just spend $52 on gas thinking that it was going to count on my rewards even if I pay cash and it didn’t ... That is ridiculous😣,False,yessiech,2019-11-10 17:49:03,1,Needs and upgrade
755,"{'id': 11107732, 'body': ""Hi chozenwun, Sorry you're having issues. Please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team"", 'modified': '2019-10-07T19:16:18Z'}",Already registered but it doesn’t let you log in keeps on kicking you back to the register/log in screen,True,chozenwun,2019-11-10 18:24:37,1,Doesn’t work can’t log in
756,"{'id': 11806735, 'body': ""Thanks for bringing this to our attention. Sounds like you might be experiencing an issue with the BPme app recognizing your location. Please verify you have location services enabled in your phone's settings. If the issue continues, please contact us at 1-800-333-3991 and a representative will assist you. - BPme Support Team"", 'modified': '2019-11-12T19:37:18Z'}",I linked my Discover card to the app but it has never processed it at any BP station in New Jersey.,False,jajehekekcf,2019-11-10 21:26:53,3,Doesn’t Process Discover
757,"{'id': 11806757, 'body': 'Thank you for your feedback! We appreciate your comments. We are eager to continue to evolve our BPme Rewards program to help meet the demands of important consumers like you. - BPme Support Team\r', 'modified': '2019-11-12T19:38:47Z'}","I’m LOVING the ability to pay with the app.  But please add the ability to decline getting a receipt.  When paying at the pump, I can choose to not get a receipt.  But the app doesn’t ask and the pump always spits a receipt out.",False,redwuff70,2019-11-11 00:29:28,4,Great app but have a request
758,"{'id': 11806772, 'body': 'Appreciate the review! - BPme Support Team\r\n\r\n', 'modified': '2019-11-12T19:39:43Z'}",Blockbuster blockbuster,False,ducklchee,2019-11-11 01:53:37,5,Gas
759,"{'id': 11806797, 'body': ""Thanks for bringing this to our attention. Sounds like you might be experiencing an issue with the BPme app recognizing your location. Please verify you have location services enabled in your phone's settings. If the issue continues, please contact us at 1-800-333-3991 and a representative will assist you. - BPme Support Team\r"", 'modified': '2019-11-12T19:41:14Z'}",The app never connects! It connected once for me and showed the nearest gas station. When I clicked on the gas station it said can’t find a station close to me. I have been using my linked credit and debit cards and it has yet to give me my .25/gallon discount. The other rewards always worked. I guess they changed it to make it harder to get your actual rewards and save them money.,False,jimmiceman,2019-11-11 04:37:01,1,App is a dud.
760,"{'id': 11806826, 'body': 'Thanks for the feedback. It sounds like you may be experiencing a technical issue. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST, or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-12T19:42:53Z'}","Used to work wonderfully, then came the “update”, now it’s completely useless!!",False,we at ah K L NH chudd,2019-11-11 07:16:26,1,Not Happy!
761,"{'id': 11806848, 'body': 'Appreciate the review! - BPme Support Team\r', 'modified': '2019-11-12T19:43:50Z'}",Love using BP top tier gas on my vehicles. The app saves me money and time.  So easy to pay and track my payments.,False,PapaJJW,2019-11-11 16:18:00,5,Outstanding app.  Saves $$ & time!
762,"{'id': 11806865, 'body': ""Thanks for bringing this to our attention. Sounds like you might be experiencing an issue with the BPme app recognizing your location. Please verify you have location services enabled in your phone's settings. If the issue continues, please contact us at 1-800-333-3991 and a representative will assist you. - BPme Support Team\r"", 'modified': '2019-11-12T19:44:43Z'}","App does not work, sit at a no pump and it said I was not at pump so unable to get the rewards. App is total garbage no reason to continue using no fuel since they took away the rewards.",False,jtd987612345,2019-11-12 12:07:21,1,Does not work
763,"{'id': 11959862, 'body': 'Appreciate you taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:33:42Z'}",I real love this app and the savings I get from it. I also like that can pay for gas from my phone. If you travel a lot you need this app. In 3 months I have saved over 80.00.,False,gregleebow,2019-11-12 20:31:14,5,Love
764,"{'id': 11959869, 'body': 'Thank you for taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:34:28Z'}",Wish the discount was bigger because I’m sure the terms and conditions give BP a bunch of meta-data per user,False,MNfirefighter37,2019-11-12 20:56:50,4,Works well - wish the discount was larger
765,"{'id': 11959879, 'body': 'Thanks for leaving a review - appreciate your feedback! - BPme Support Team', 'modified': '2019-11-20T18:35:34Z'}",This is a great app and convenient when I don’t have my card.,False,NashBama1121,2019-11-12 21:04:58,5,Great app!
766,"{'id': 11959892, 'body': 'Thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:36:56Z'}","While I was skeptical about the upcoming changes to the app, I’m happy to say that I am completely satisfied with the new update!! It works better and is faster than before... I love it!! I also love the convenience of not having to go into the store or deal with the possibility of a card scanner highjacking my credit/debit card information at the pump.",False,Jojokat,2019-11-12 22:22:29,5,Great time saver
767,"{'id': 11959902, 'body': 'Thanks for your feedback - we appreciate you taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:37:54Z'}","I was skeptical after reading reviews about the old app but this one is a breeze!  I enjoy not having to bother pulling out my credit card after pulling up to the pump.  As the title says, so far so good.  I
also appreciate the bonus rewards that come thru from corporate.  Thank you for making a user friendly app.",False,World Cruisers,2019-11-12 22:43:41,5,Excellent so far
768,"{'id': 11959927, 'body': 'Thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:40:05Z'}","Love having to hop out of my car to only put the nozzle in, especially in cold weather.",False,dncrslr,2019-11-12 23:41:33,4,Great app
769,"{'id': 11829801, 'body': ""Hi Serrosgirl - Thanks for reaching out. This is a known issue and our team is looking into this further. We appreciate your understanding and patience. If you'd like to speak with our help desk please call 1-800-333-3991. Thank you, BP"", 'modified': '2019-11-13T20:52:36Z'}",Log in and then goes back to home screen to log in.,False,Serrosgirl,2019-11-13 00:00:06,1,Never works
770,"{'id': 11959947, 'body': ""Thanks for your feedback - we apologize for your experience. We very much value your business and hope to keep you as a loyal consumer. We're sorry that you're unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. - BPme Support Team\r"", 'modified': '2019-11-20T18:41:22Z'}","1) Life is already much too complicated and overly tech dependent. My card was simple and 100% effective. I would be okay with having an app as an option along with card use for those that wished to. 
2) Apparently you’re either not aware that not every person who needs to buy gas has a smartphone, knows how to use a smart phone, or has unlimited and universally accessible WiFi or you just don’t care about people who can’t use or afford them. To keep my phone bill as low as possible, I have a “pay as you go plan” and often can’t use apps when I don’t have a WiFi connection. This is an absolutely classist system for providing a “benefit” to your customers. You seem to want us to be more loyal to you than you’re willing to be to us.",False,CynthiaHD,2019-11-13 17:37:25,1,I *HATE* having to use an app to get my discount!
771,"{'id': 11959963, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:42:24Z'}",It doesn't work in Brooklyn NY,False,Casting???,2019-11-13 18:49:39,1,Smh
772,"{'id': 11959975, 'body': 'Thank you for your feedback - appreciate you taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:43:11Z'}","This app is awesome, the convenience of pulling up to a pump and select the pump and pay from my Jeep is awesome and I don’t have to go inside or get out an pay at the pump.",False,JeepFan87,2019-11-13 19:05:48,5,"Easy and convenient, awesome app."
773,"{'id': 11959985, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:44:12Z'}",It removed my payment methods two times a day after I started using BPme since yesterday. I had to add them again and again. Please don’t test my patience on this.,False,60miler,2019-11-14 01:29:56,3,This app keeps losing my payment methods
774,"{'id': 11960032, 'body': 'Thanks for your feedback! Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r ', 'modified': '2019-11-20T18:48:27Z'}",App does not let you include duke/duchesse card along with your BPme app at BP/amoco stations.,False,log idne no snsnisndbbd,2019-11-14 11:45:38,4,Does not combine duke duchess reward card
775,"{'id': 11960055, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:49:58Z'}",Have used this app once and it was great. The problem is it is becoming more difficult to find a station that it works with. The station that I used the first time has never worked again. Love the idea but the technology is not available.,False,Wem1/34,2019-11-14 13:02:12,2,Good idea if it worked
776,"{'id': 11960059, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:50:26Z'}","Works the first time. Went back to the same bp yesterday, cannot type the pump number. Says there is tech issue. Just went to the same station 5min ago, and still says the same issue",False,Starwind24,2019-11-14 14:25:21,1,Only work once
777,"{'id': 11960067, 'body': 'Thank you for taking the time to leave a review - appreciate your feedback! - BPme Support Team', 'modified': '2019-11-20T18:51:15Z'}","Easier to find gas stations, add cards and add up rewards. Downloaded just yesterday and in love with it already!!",False,ShahFam,2019-11-14 16:30:24,5,"Simply, Love it !!!"
778,"{'id': 11960078, 'body': ""Glad to hear that you're enjoying the app - appreciate you taking the time to leave a review! - BPme Support Team"", 'modified': '2019-11-20T18:52:07Z'}",I love the ease of starting the pump before I get out of my vehicle; especially on the cold or rainy days.,False,RODNZELL,2019-11-14 23:59:08,5,Convenient
779,"{'id': 11960095, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:53:23Z'}","Every time I use the app it says my payment failed, so I went in and they said the pump was unlocked for so I thought well if it doesn’t pay for gas then I’ll just go back in and pay for it, the transaction went through and always does every time I use the app but it’s slightly annoying that it says it fails every time. But after I pump gas the transaction shows up in my recent transaction, but if I just swipe my card without the app it’s doesn’t.",False,Alyssiabh,2019-11-15 03:05:17,2,Payment says it failed
780,"{'id': 11960105, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. - BPme Support Team\r', 'modified': '2019-11-20T18:54:33Z'}",I have a 800+ credit rating and synchrony Bank gave me a 29% interest rate.,False,Paul. p,2019-11-15 07:52:16,1,"App ok, bp interest rates are outrageous."
781,"{'id': 11960117, 'body': ""Great to hear that you're enjoying the app - appreciate you taking the time to leave a review! - BPme Support Team\r"", 'modified': '2019-11-20T18:55:17Z'}","I love pulling into the pump not having to get my card out, pump and leave and get 5 cents off EVERYTIME I pump gas.  Sometimes it even as much as 20 cents but it always a least 5.  I love my BP!!",False,BTWMeme,2019-11-15 12:21:37,5,AWESOME!!
782,"{'id': 11960132, 'body': 'Thanks for bringing this to our attention. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - BPme Support Team\r', 'modified': '2019-11-20T18:56:36Z'}",I login and it takes me right back to the login screen. I’ve deleted the app and reloaded. Checked my login and password. It just keeps circling back to the login screen so I cannot add my card. Hate this app. I was much happier with the BP card reward program.,False,Abcdefg23,2019-11-15 14:57:39,1,App doesn’t work. Hate it.
783,"{'id': 11960123, 'body': ""Happy to hear that you're enjoying the app - appreciate you taking the time to leave a review! - BPme Support Team\r"", 'modified': '2019-11-20T18:56:02Z'}",I love the app very easy to use and setup!,False,derpmcflirt,2019-11-15 16:58:26,5,Review
784,"{'id': 11960143, 'body': 'Thanks for taking the time to leave a review - we appreciate your feedback! - BPme Support Team', 'modified': '2019-11-20T18:57:18Z'}",Love the BPMe App. Love getting discounts for being loyal customer,False,Garant11of12,2019-11-15 16:59:38,5,BPme App
785,"{'id': 11960149, 'body': 'Great to hear - thanks for leaving a review! - BPme Support Team', 'modified': '2019-11-20T18:57:59Z'}",Incredibly easy to use! And who doesn’t love getting rewarded with a discount on something we actually use?!,False,Mkhill80,2019-11-15 16:59:44,5,Excellent app!
786,"{'id': 6486114, 'body': 'Hi riverjunky, If you wish to speak with someone about the issue, give us a call 1-877-852-3025 or contact us at https://www.mybpstation.com/contact-us', 'modified': '2018-12-20T18:28:15Z'}",👍,True,riverjunky,2019-11-15 17:01:06,5,I’m happy with it
787,"{'id': 11960187, 'body': 'Appreciate your feedback - thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-11-20T18:59:32Z'}",Really appreciate the ease of fueling and paying for my fill ups. I mostly like the savings.  Keep up the great work with this app and convenience. Thank you!,False,Timagator,2019-11-15 17:01:10,5,Easy fueling
788,"{'id': 11960174, 'body': ""Thank you so much for your feedback - glad to hear you're enjoying the app! - BPme Support Team"", 'modified': '2019-11-20T18:58:57Z'}","Have always love BP Fuel.  My vehicles get better mileage.  Have had many cars accrue high mileage yet no deposits.  Now a convenient, easy, secure way to pay at the pump!  Who could ask for more?  Oh....did I mention the savings are GREAT!",False,TWesSmith,2019-11-15 17:01:12,5,Best Product Best App
789,"{'id': 11960200, 'body': ""Happy to hear that you're enjoying the app - appreciate your feedback! - BPme Support Team"", 'modified': '2019-11-20T19:00:22Z'}",So easy to use and I love that I don’t have to get my wallet out of my purse 😍,False,JenHar15,2019-11-15 17:02:02,5,Love it!
790,"{'id': 11960220, 'body': 'Thanks for taking the time to leave a review - appreciate your feedback! - BPme Support Team', 'modified': '2019-11-20T19:01:13Z'}",I really try to stay away from using apps where I have to link a credit card. This app made everything so easy and I love that I can get gas without having to put my credit card in the machine!,False,EllieOhMy,2019-11-15 17:02:03,5,Easy to use and so convenient
791,"{'id': 12168063, 'body': 'Thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-12-02T20:48:40Z'}",The BPme App is super easy to use and I haven’t found a station that it doesn’t work with!,False,mms1008,2019-11-15 17:02:43,5,Great App
792,"{'id': 12168068, 'body': ""Glad to hear that you're enjoying the app - we appreciate you taking the time to leave a review! - BPme Support Team"", 'modified': '2019-12-02T20:49:13Z'}",Have used the new app a few times. Love it so far!,False,ddh_82,2019-11-15 17:03:03,5,<3 BPme Rewards App
793,"{'id': 12168077, 'body': 'Thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-12-02T20:49:58Z'}",Love the new app!  Used the previous one as well and this one is so much better! So easy to use and so very convenient in the cold weather months!!,False,FRGM MOM,2019-11-15 17:03:04,5,BP for the win!
794,"{'id': 12168091, 'body': ""Happy to hear that you're enjoying the app! Thanks for taking the time to leave a review. - BPme Support Team"", 'modified': '2019-12-02T20:51:30Z'}",The BP app has made fueling my car even more efficient! I don’t know what I did without it! I highly recommend the app for anyone who wants to save time!,False,djmud,2019-11-15 17:04:27,5,Love it!
795,"{'id': 12168099, 'body': 'Great to hear - thanks for taking the time to leave a review! - BPme Support Team\r\n', 'modified': '2019-12-02T20:52:23Z'}","Love this app, especially now that it’s winter. I can minimize my time outside the car by using the app to pay for fuel and get my digital receipt. I also love the automatic discounts. The ability to purchase a car wash through the app is also a nice feature (at stations that have one).",False,sparkee engineer,2019-11-15 17:04:38,5,Great features!
796,"{'id': 12168110, 'body': ""Happy to hear that you're enjoying the app! Thanks for taking the time to leave a review. - BPme Support Team\r\n"", 'modified': '2019-12-02T20:53:25Z'}",The app is very handy. It’s easy to use to pay for gas and get paperless receipts. I also like the fact that the discounts aren’t limited to 20 gallons like the old program.,False,Maalthee,2019-11-15 17:05:01,5,Very handy
797,"{'id': 11983274, 'body': 'Hi Delitha - BP and Amoco sites are independently owned & operated and set their own prices, including terms for different payment methods. When using the BPme app to purchase fuel, you will always be charged the stated credit card price. To receive any other prices (debit card pricing or discounts for specific credit card brands) that are offered by the stations, you cannot use the BPme app. Rather, you must use your actual linked payment card at the station. Any qualifying purchases will be counted in BPme Rewards. Thanks, BPme Team', 'modified': '2019-11-21T23:36:14Z'}",Wondering why my debit card isnt accepted as cash anymore....,False,Delitha,2019-11-15 17:05:39,5,Debit card
798,"{'id': 12168107, 'body': ""Thanks for sharing your experience! Glad to hear you're enjoying the app. - BPme Support Team"", 'modified': '2019-12-02T20:53:11Z'}",This is the best app I have used. I don’t have to swipe my CC at the pump.  I just open the app select the pump number on the app and it unlocks the pump.  It’s great.,False,426HemiRoadrunner,2019-11-15 17:07:32,5,This is a great app
799,"{'id': 12168116, 'body': 'Thanks for taking the time to leave a review! - BPme Support Team', 'modified': '2019-12-02T20:53:51Z'}",Easy to use,False,berettapga,2019-11-15 17:07:34,5,BPME
800,"{'id': 12168125, 'body': ""Appreciate you taking the time to leave a review - happy to hear that you're enjoying the app! - BPme Support Team"", 'modified': '2019-12-02T20:54:35Z'}",Saves me so much Time!! TY,False,NJD🥰,2019-11-15 17:08:00,5,Love It!
801,"{'id': 11982272, 'body': ""Thanks for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We're sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. Thanks, BPme Team"", 'modified': '2019-11-21T21:18:06Z'}","For the amount of money I spend at BP, the savings is not enough, I'm think about using other gas companies with better savings",False,joeyb4616,2019-11-15 17:09:45,1,Not enough savings
802,"{'id': 12168137, 'body': ""Glad to hear that you're enjoying the app! We appreciate your feedback. - BPme Support Team"", 'modified': '2019-12-02T20:55:40Z'}",So far I love using the app!  Just link a credit or debit card to the app and you’re ready to go!,False,Bezly1,2019-11-15 17:10:02,5,Very easy to use!
803,"{'id': 12168188, 'body': ""Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We're sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. - BPme Support Team"", 'modified': '2019-12-02T20:59:56Z'}",I do not like the new BP Rewards program. I no longer have the option of saving my rewards for a bigger discount. .5 cents doesn't help when your truck takes $110 to fill up. I get gas for all of my vehicles from BP. Make a way to save the points so the customer can use them when they would like too.,False,FlyingDrummerMD,2019-11-15 17:10:26,3,Bp Rewards
804,"{'id': 12168215, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team', 'modified': '2019-12-02T21:03:08Z'}",This app is AWESOME!,False,Tarrygirl,2019-11-15 17:10:44,5,Luv this app!
805,"{'id': 12168258, 'body': ""Thanks for taking the time to leave a review! We're sorry to hear about your experience and would love to look into this for you. You can contact our support team at 1-800-333-3991 and they will do their best to assist you further. - BPme Support Team"", 'modified': '2019-12-02T21:08:45Z'}","Absolutely Love this app! No more swiping cards at pump. Thank you!  Like the continuous discount 👍
Have encountered a couple pumps not on board yet, not sure how to get points there. I lost out on those fill ups. Anxious when all stations are transitioned.",False,Lorac401,2019-11-15 17:10:53,5,Very pleased...
806,"{'id': 12168268, 'body': ""Glad to hear that you're enjoying the app! We appreciate your feedback. - BPme Support Team\r"", 'modified': '2019-12-02T21:09:58Z'}",I must say that BP really has developed a great interface and inventive program to use their product. My other car is an EV (electric vehicle) and the charging companies need to hire BPme to develop their apps. Super app!,False,JaMcGov,2019-11-15 17:11:29,5,Great gas app
807,"{'id': 12168274, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team', 'modified': '2019-12-02T21:11:01Z'}",I love the app. So convenient ❤️❤️❤️,False,Deanna's misic,2019-11-15 17:12:32,5,Love love love
808,"{'id': 12168287, 'body': ""Great to hear that you're enjoying the app - we appreciate your feedback! - BPme Support Team"", 'modified': '2019-12-02T21:11:49Z'}",This app is a great way to pump gas without going inside to pay fur your gas. I will be using this app for a very long time or until it’s no longer available,False,Queen648,2019-11-15 17:12:53,5,I love this app
809,"{'id': 12168292, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team\r', 'modified': '2019-12-02T21:12:15Z'}",I like that I don’t have to slide my card at the pump or go inside the station.,False,BeckyONeal,2019-11-15 17:13:57,5,Love this app
810,"{'id': 12168298, 'body': ""Thanks for sharing your experience! Glad to hear you're enjoying the app. - BPme Support Team\r"", 'modified': '2019-12-02T21:12:46Z'}",Love it! Easy to use and love the savings each visit!,False,Red 1980,2019-11-15 17:14:33,5,Best App
811,"{'id': 12168304, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team\r', 'modified': '2019-12-02T21:13:22Z'}",I like this app,False,mal049,2019-11-15 17:15:07,5,Good
812,"{'id': 12168328, 'body': ""Thank you for providing feedback on BPme Rewards. We'd love to look into this for you. If you need assistance, please contact our support team at 1-800-333-3991 and they will do their best to assist you further. - BPme Support Team\n"", 'modified': '2019-12-02T21:16:14Z'}",You have click on too many screens to activate pump.,False,123Tommy321,2019-11-15 17:19:41,4,Like the app but ...
813,"{'id': 12168362, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team\r', 'modified': '2019-12-02T21:20:50Z'}","Simple app, works well, and I love not having to use my card at the pump - especially in nasty weather.",False,Pizza lover210,2019-11-15 17:20:11,5,So easy to use!
814,"{'id': 12168363, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team\r', 'modified': '2019-12-02T21:21:09Z'}",Easy and convient!,False,Happy Laker,2019-11-15 17:20:46,5,Great!
815,"{'id': 12168405, 'body': ""Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We're sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. - BPme Support Team"", 'modified': '2019-12-02T21:27:20Z'}","I use it every week, but it just doesn’t flow. You should not have to go back a screen. Routinely, you don’t need to review the details of your credit card. I do have a charge card, in addition to PayPal, but I have the card selected as default card. It takes too long for the app to process to the check mark, before you send all the information to BP. Time how long it takes from start to when your service man is able to start fueling. Having previously used Cumberland Farms, I believe their app is faster.",False,Bill51,2019-11-15 17:22:50,4,BPme
816,"{'id': 11983405, 'body': ""Thank you for your feedback. We very much value your business and hope to keep you as a loyal consumer, and we're sorry that you are unhappy with the new BPme Rewards program. If you are having issues with the BPme app recognizing your location, please verify you have location services enabled in your phone's settings. If the issue continues, please contact us at 1-800-333-3991. Thanks, BPme Team"", 'modified': '2019-11-21T23:55:36Z'}","I don’t see the value. I used to swipe my card and it lowered prices at the pump and worked. Now I have to sign into an app, pick a pump, select payment and wait for the pump to update. That’s if the app recognizes a bp station at my location, which I have had problems.",False,jh234577,2019-11-15 17:23:03,2,I don’t get the app
817,"{'id': 12168420, 'body': ""Thanks for sharing your experience! Glad to hear you're enjoying the app. - BPme Support Team\r\n"", 'modified': '2019-12-02T21:28:57Z'}","With winter here, how better to pay for my gas than sitting in my car, and get great discounts too!",False,Mimi Linda D,2019-11-15 17:38:48,5,Perfect timing
818,"{'id': 12168433, 'body': 'Thanks for sharing your experience! We appreciate you taking the time to leave a review. - BPme Support Team\r\n', 'modified': '2019-12-02T21:30:17Z'}","Great app. Does everything the way it says it will. Only thing I didn’t get was a car wash although I tapped it at a BP that had one. I didn’t get charged for it, it just didn’t register. I may have missed a step and will try again. The opening discount is great and look forward to other savings. I love the way it reduces exposure to standing out at the pump too long in a twilight or night situation.",False,Dopp57,2019-11-15 17:45:16,5,Works as promised.
819,"{'id': 12168441, 'body': ""Thanks for leaving a review - glad to hear that you're enjoying the app! - BPme Support Team"", 'modified': '2019-12-02T21:31:03Z'}",This BP is without a doubt my favorite app of all time. It works flawlessly. I drive a lot ant this is so very convenient!,False,Kenne B.,2019-11-15 17:49:35,5,Best app ever
820,"{'id': 12168448, 'body': ""Happy to hear that you're enjoying the app! Thanks for taking the time to leave a review. - BPme Support Team\r"", 'modified': '2019-12-02T21:31:39Z'}",This is the best gas app I have ever used.  I have recommended this app to several friends.  Keep up the great work!,False,Emillw,2019-11-15 17:51:03,5,Love this app
821,"{'id': 12168453, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team', 'modified': '2019-12-02T21:32:43Z'}","Overall, this app is working well.  You can set up multiple payment types (credit cards, debit cards, PayPal, etc), which provides flexibility.  Paying for gas is a simple wizard process to select the pump, payment type, the purchase, all while sitting in your car.  For cold or inclement weather, this avoid the hassle of standing at the pump to go through the credit card process, or even running inside to pay.  Similarly, this provides for a further level of safety in that you can leave your credit/debit cards in the card, and focus on pumping the gas.",False,RunTheNet,2019-11-15 17:59:02,5,Great App for Cold Weather and Safety!
822,"{'id': 12168460, 'body': ""Thanks for sharing your experience! Happy to hear that you're enjoying the app. - BPme Support Team"", 'modified': '2019-12-02T21:33:40Z'}",I have used this app twice so far and it is awesome! I can sit in my car and get the pump already with a few clicks on my phone. Super easy to use! Makes going to the pump easier and less stressful!,False,Dogfever,2019-11-15 18:00:14,5,Love the App
823,"{'id': 12168464, 'body': 'Thanks for taking the time to leave a review! We appreciate your feedback. - BPme Support Team\r', 'modified': '2019-12-02T21:34:04Z'}",I’ve used it multiple times without any problems. Saving money has never been more fun.,False,Jdlittle5,2019-11-15 18:06:01,5,Fast easy and safe
