,reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1050,gp:AOqpTOHi6OgqLYAP3SZ1eL15Z7gsL1hBrWRkmScGYkFE4B4KI1yOc7NPozECaBWf9rERKwqFT5YkmR8R-J-m,Roberta Mclaren,app always seems to just load @till can't rely on it to scan points or redeem,2,0,1.49.8,2019-07-02 08:53:44,,
1051,gp:AOqpTOHQpMAcV4HqoETFrpRhF1iC9f3I47UVsz_s3DAIZ5Am6l60fKtGWEweYazRLBFIxuHGzS0ZPQDqa9Ja,Mohammed Delwar Hossain,1 of the worse app I ever use. Nothing work.,1,0,1.49.8,2019-07-02 17:26:29,,
1052,gp:AOqpTOGV7idp3rpcEUBBopizoFdjH6KDyS09zFd0A7t_jnRuOEKuFJC7G-8oA4giXJKIOQx6W9p79liLGTrP,Graham j Bell,"dreadfull app,it worked fine for a few weeks and now i cant access it at all,when i enter my pin it just keep whirling around...please sort this farcical app out !",1,0,1.49.8,2019-07-02 22:46:11,,
1053,gp:AOqpTOEsgaWOBckV6sUwdwtIf9u9O7dd8YC1IhbWUFBzAnSIk5yNLfY3sLT4KGfzTmXuPF4zU9M4jesdLQYF,Simon Thompson,Unable to register. Screen freezes on HTC U11+,1,0,1.49.8,2019-07-03 01:51:34,,
1054,gp:AOqpTOFcb2_BlOuQ42mDzMUKZx8UyKESppt8vG2k01vO46dlGpbiJXfPn8Nm-VdHGE48CJVtE9l3DMQR6cY1,Kyle Monahan,Horrible app. Can't register or login. Bring back Nectar.,1,0,1.49.8,2019-07-03 02:09:50,,
1055,gp:AOqpTOFZk81CO-TgxLoMEzevjCZcas7aTUXmb7ip65XEFciKD1CrsmoaGLJokLFfTGg1awqhekZ4OEkvxtsG,Paul Hannah,Horrible app. I just cannot get the virtual card to load when I get fuel. I spend £200 a week on fuel so this reward card would have been amazing. The poor standards within the app have made me go to Tesco for my fuel now. I cannot imagine I am the only one!,1,0,1.49.8,2019-07-03 04:05:46,,
1056,gp:AOqpTOHs2Ii5Tu_3e3tslEmga4_JOH94ArIhDeP1SqB82S2zQwdT_N-Z7krgO6fOGN1kavI4Ti25ck-uqZq1,Michalina Urbanczyk-Shahzad,i buying diesel every day full tank. and since like 2 weeks i cant open my card on app. keep getting them lil recipes with points but still pointless cos cant open virtual card.,1,0,1.49.8,2019-07-03 08:38:19,,
1057,gp:AOqpTOHrIrcGWFRNZ-Aht2AJGkg1PKS6svntPjkYc0a9Bk3ufS49oaLQzUBZuEOFt7XFTIdZtG7gIFaeVNJi,Andy Oakes,terrible app. nice thought but needs a lot of work. just crashes every time I try and open it and go to my rewards screen. when I'm sat next to a pump it tells me that I'm not near a bp station.,1,0,1.49.8,2019-07-03 08:59:40,,
1058,gp:AOqpTOFF3di42kdw6EGgHYKR9ys4edkDNaJjP0zYcOJn6f6YATMKgkJ8I2TeH1gE7hdGTY3PimeTXRHMGqJR,Hood Peerbux,the app stopped working after 1st used...waste of time,1,0,1.49.8,2019-07-03 10:03:32,,
1059,gp:AOqpTOFqN7LmxhGtv41WakGBvy1CzrZg5rXjG4xdNomxK8rD4EGrAupyqy__yf2pHdMbZIP7xLER8DTclukn,Nick Stewart,An awful App. No one has all day to try and login to an App when trying to pay for fuel. BP; either sort this monstrosity out or kill it.,1,0,1.49.8,2019-07-03 14:04:01,,
1060,gp:AOqpTOE70cfP6gbgGNwbNTkp7lnAXxfBurtNMUaqu-VilAk2fkrol1HpAFpha7fxgweh99EB85E9aBoqI6Cz,marcus gichuhi,"awful awful app. it never works, you open that rewards page and the card never loads to be scanned leaving you with a bag of IOU receipts you never reclaim",1,0,1.49.8,2019-07-03 14:13:01,,
1061,gp:AOqpTOGv4nHGsI0INECRnlEFA2KObgi7Pm0iex44opdM7ejlaCeDfBbBeW6LKIFbkzHAtcnerL3icLtkJNjU,craig brown,mint saves queing,5,0,1.49.8,2019-07-03 20:13:10,,
1062,gp:AOqpTOHiwvAI_M6-0t2BpB6V7x2kt3w5guNt34dpkoQ96UKFu0C0WR5mCQg7wJXD4rJvlS13haD5jvtwdO7q,Frank conlin,great when shop busy,5,0,1.49.8,2019-07-04 00:28:04,,
1063,gp:AOqpTOGG6DpDXpbazihkrwp2PuMLGrGu3dUYh1nkIyiVSCdT5aYGXCXey2iBozEsDhKhtXeTBPTzP0U6D0iv,Will Sheppard,"Hard to imagine worse. AVOID! The app wasted hours of my time because it said that it failed, so I paid at the counter, then it charged me anyway. So I had to contact BP, and they don't reply promptly, it's caused me some stress. There literally could not be a more dangerous and useless app than this.",1,6,1.49.8,2019-07-04 01:22:07,,
1064,gp:AOqpTOHq4e74tHJhm7u6xBTYwKCHZy5xTb5-C_1vuKK6AWIxWie53jH1pmy8Tg_CB65k5LbBRaTmKm16WWf8,EDWARD HEUNG,App is unless always in the loading mode.,1,0,1.49.8,2019-07-04 15:39:53,,
1065,gp:AOqpTOEUIn0ssU4VCar1iKvqN4qooQtGrtvO8TicWiUopv--4eSWxMC61WSooT3_PRvFwcUCoC7fyT3ZSMTB,John Pether,"wanted it for the reward card points, locked out because i wouldnt let it track me, reward card in the bin, hello texaco.....",1,0,,2019-07-05 00:50:06,,
1066,gp:AOqpTOEHEwVbiG6S9otWElrHjguNd7hi5OI30JPPuY9oTfRUufOn-dkAW4tHF3Sdq5BJmQXGFHNzpe1zBZtj,Chris McCarthy,"app useless. doesn't log in. come up with error message, even though my credentials are correct. I log in online no problem. with the app it's a massive problem. this needs sorting or the app to be removed. why advertise something that doesn't work. A waste of time. BP = Big Plonkers",1,6,1.49.8,2019-07-05 01:44:50,Hi Chris. Sorry you've been having trouble with the app. Please drop our support team a line at bpmeuk@bp.com and they'll help. Thanks ^AW,2019-06-10 19:53:48
1067,gp:AOqpTOHZPWT0pnmb6SNdI4Z0rpmLZ59qjF8bPdJOE2VGEyfy1JrpQyxbuS62M3fEYyUQi-giHDesueLlxgNX,Justin McCall,works great. I l9ve the look of panic on the attendance faces when I pull away on my bike without seeming to pay 🤣,5,0,1.49.8,2019-07-05 03:30:31,"Hi Justin, thanks so much for your feedback! We really appreciate it! ^FH",2019-07-08 19:57:41
1068,gp:AOqpTOG4zrJYHrL9Hc2jEp0E_Q7mJLlf_ycqE25sybw8413PKFxr17DxC8NxEP2rtTqN3K6_icN6ThplnYsd,Roberto Pellegrini,"Terrible app, really slow and the on screen reward card never works haven't been able to collect points on multiple visits now. I will probably use esso garage from now on so I can continue using nectar card points scheme and app again as it actually works.",1,0,1.49.8,2019-07-05 03:50:59,,
1069,gp:AOqpTOGk-S0P5UUIzP7_r2SndMA22XBA6xj5lo2xJkinUZeFGKDGPmE3TfMbmjIEoST1seUS-YKFvnBgWDYi,Tariq Azhar,"unable to add a valid credit card no matter how many times I re-enter the details, no explanation given. will use shell instead",1,0,1.49.8,2019-07-06 03:36:14,,
1070,gp:AOqpTOE2Da2eAOO8dFq5fJ8-uXT8-Yr9dY4OPtJhcoT9l9Bo86ABqjo4sV2fNh2lUB-ic_wb7Jy4hkOHK830,Paddy McDonald,App uninstalled. once again in the age of needing a password for everything I found myself at the pump refusing to give in and renew my password again but each time I jumped through the hoop of submitting my email address the link would not load. so after 10 minutes i did what I should have done in 1st place and went to till.,1,0,,2019-07-06 03:51:45,,
1071,gp:AOqpTOFfe4Ot4UNMYksmkQv0eV5vOSLWdeUuHoJaLaNHTxqF5OrnkcBxL1Gq04koFcpKQExump9SALbSZukI,Christine Cary,"Every time I log in it won't let me go any further. It just says ""something went wrong"" and takes me back to the log in screen. Tried uninstall and reinstall but no luck.",1,0,1.49.8,2019-07-06 04:04:22,"Hi Christine, we're sorry to hear you've been having trouble with the app. Please contact our team at bpmeuk@bp.com and they'll help you out! Thanks, ^FH",2019-07-08 19:19:19
1072,gp:AOqpTOEq_Cqu110oKPGe3NCKlW_XRhmibkQbLO2PLbNM3GEqpAOjp8wqdb-pAAih1wqRBjCi3-42WjETGa-F,Saanj S,Rubbish. not even allowing to set password and password reset mail puts login page again and puts you in endless loop.,1,0,1.49.8,2019-07-06 05:53:15,"Hi there, we're sorry to hear you've been having trouble with resetting your password. Please contact the team at bpmeuk@bp.com and they'll help. ^FH",2019-07-08 19:18:41
1073,gp:AOqpTOGC467YDOIL4yWx3OtEWgWEdlup-YxWxdvpxNqU6slYKvzju-vlXGpTGrwjg5_HgQLCvIIpWq9Mqtme,Mike Groves,This is absolute rubbish. So many problems . Please fix it BP or i for one (35000 miles per year) will be buying fuel elsewhere,1,0,1.49.8,2019-07-06 06:43:46,,
1074,gp:AOqpTOFBCrEV_4-DnJT-8MdmV5nOfyy3NmGhZ43Izbrs_trTH9X3h8UPGMFZAWsUe84pQrsaV8FMAdWWu2EB,Mindaugas Jasas,can't open barcode to scan in shop.,1,0,1.49.8,2019-07-06 07:28:29,"Hi there, we're sorry to hear you've been having trouble with the barcode. Please contact our team at bpmeuk@bp.com and they'll help. ^FH",2019-07-08 19:17:20
1075,gp:AOqpTOE3F3T4bLnPMEU0aXWSlqm7iVGVUsrwBOADMmUP64XHqjOvN7g5ZoY0z6Mrtn51Hv52w1RRMKukz1gC,Wala Ghandour,"Been trying for days to get past logging in and it just does not connect. It did connect when I 1st downloaded the app , but all points I had on the my BPme card did not show. The app leaves a lot to be desired to however customer services are very helpful.",1,0,1.49.8,2019-07-06 15:08:29,"Hi Wala, we're really sorry to hear you're having trouble with the app but glad to hear our team has been helpful, don't hesitate to contact them again about these problems at bpmeuk@bp.com. Thanks ^FH",2019-07-08 19:16:31
1076,gp:AOqpTOG9gIHk0-367lasMVEpC_UrA1ICq-t1X-QQi_7kmYHFrcGrRM9wDRJc0BsL-PsbYjxojgFFz8ex-Cir,Hugo Rodrigues,It's absolutely rubbish. It takes long to load and most of the time ask to sign in gain and again...,1,0,1.49.8,2019-07-06 19:39:40,,
1077,gp:AOqpTOG09nPpY-mznpDaAMIp31TWUMRwsxl7irytdqNCUgYdiKyhBINHWQ-XsSLExc16zJHLxES9VNF0s4fX,Keith Davis,"Dreadful, spent 35 mins waiting for the app to load/install, still not finished. I haven't got all day to mess about like this and am beginning to regret the change over from Nectar cards which was farmore user friendly, still not managed to register the card and now probably won't bother at all, ca t get through on phone and will not enter into further correspondence with your support team, so please do not suggest that I do this. Total waste of time inho.",1,0,,2019-07-06 22:12:59,,
1078,gp:AOqpTOEZfcxykTngodghIXKJJ59LsYgVxH6njxljmJMA9-h3Jdij5vuC3r1mhW1-yaWHdqy7G7-AL5uCLYCx,Bryan Sharpe,"As virtually everybody has said, it's not fit for purpose. Both times I tried to use it, up popped the 'technical issues' message. So now they're not accepting Nectar cards and I can't use their own scheme either. And don't ask me to contact Customer Services, I've wasted enough time already. Goodbye BP. And good riddance.",1,2,1.49.8,2019-07-06 23:39:00,,
1079,gp:AOqpTOGDHjl8JsxuNioxB8ltfTebo_x7T_jAxIap3jyFvvliCP3OxYewCe9tMVDKs5o30xzpMfx_hzD9faKP,Chris Evans,Highly unstable. Scan on store rarely works so have to carry reward card everywhere. Doesn't do what it should. Very poor woukd rate if 0 allowed. Bring back nectar.,1,0,1.49.8,2019-07-07 00:11:48,,
1080,gp:AOqpTOHkpo1D7WOnyWh3Ne7sVfAt6jTBV7fOSvr7RKm2xkAE6tsoQXtxuotLi-_XzzboYOQ2x8opitVLpyNY,Jack Chatten,Really is a useless app. Needs some serious dev work on it. Barely anything works and the barcode is the bain of my life. Never works so have to read out the code to the cashier.,1,0,1.49.8,2019-07-07 06:42:46,"Hi Jack, we're sorry to hear you've been having trouble with your barcode. Please contact our team at bpmeuk@bp.com and they'll be able to help you. Thanks ^FH",2019-07-08 19:11:59
1081,gp:AOqpTOHTN2l2FyR5IY0RKyOIq5m4OJWf2aZc5-KdTz54l7UHLQ3-0OzMQAiCmmHUM3TK2LrZILNW6tZ4kNgy,Kap Lam,"pretty pointless app. As many others have said, the features on this app rarely ever work. Amazed an app could have been pushed out with this many issues and clearly little testing. whats worse is that even the latest update doesnt fix the issues. Bad start to a launch",1,0,1.49.8,2019-07-07 19:03:24,,
1082,gp:AOqpTOHJ0IxpZ2ag7bw5uOlncid8rVmVFKSEvUYVhpI3I6s4fxNVePgres20ZGBnIqQZ8KWVduetW3AG7QkR,dean rowland,Always been a little temperamental but now won't load my reward card to scan in store so useless now and I'm missing out on loads of points. Pointless app if it's not going to work,2,0,1.49.8,2019-07-07 20:40:06,"Hi Dean, we're sorry to hear you've been having problems with the app. Please contact our team at bpmerewards@bp.com and they'll help you out! Thanks ^FH",2019-07-08 19:09:29
1083,gp:AOqpTOHYsvrRiHX-MnIZ88Rfwd065BGZM16Gf9oJThc0NX9TjeIG9V2LPfKSQTyETgCdaIXcHe_MmV_cnCIC,Zeead Hanif,"it was brilliant for few times, but now i cant load the app and still doesn't load, so i can't scan at the til. need sorting ASAP!!! Otherwise ill have to delete the app....",1,0,1.49.8,2019-07-08 08:08:40,"Hi Zeead, we're sorry you're having trouble with the app. Please drop our team at bpmeuk@bp.com a line and they'll help. Thanks ^FH",2019-07-08 19:07:32
1084,gp:AOqpTOHrmUP8Ua98ZJ25cbrkSH5w8ROKgMYipmhsgB4AtS6dCrrKr97dhRQV1TxqIDSHcSHPJDM-woLgRaTj,4711 Talk,Very confusing. Takes you to payment at pump not rewards info or background.,2,0,1.49.8,2019-07-08 20:46:56,,
1085,gp:AOqpTOGAgJnRt4WIvl8NnTzfczeVrvj26pZB_saepwGpZMmLI6-osBGzCfKACMFVTQBmg-VJh-55hTs3ZQU6,Andrew Cruze,keeps forgetting logon details and logging me out which makes it difficult to log back in when trying to use it. fingerprint alternative rarely works. will be using Shell from now on.,1,0,1.49.8,2019-07-08 23:42:30,,
1086,gp:AOqpTOFW8w0897JiACa3Acu26K7i_VMS--vMGPW5RrPh84wt1BG9LxLR5mlUmOwvXfPhOfqnuzzJIFO2yWUO,Simon Whitehead,good,5,0,1.49.8,2019-07-08 23:44:42,"Hi Simon, thanks for the feedback! We appreciate it. ^FH",2019-07-08 19:19:42
1087,gp:AOqpTOGZSTD8dk9lHAaJXioGiUPx-6D4Zg3O7nU2SqAbS4ZfpyS1Q6bGj-_wEryXZppU6-mJxUxk6lJkLOMF,Krzysztof Lewis,"usless for bikers. if you try to pay with it, the pump locks because you are using a mobile phone. its only to be used inside a car. whats the point. would have been perfect otherwise.",1,0,1.49.8,2019-07-09 03:10:01,,
1088,gp:AOqpTOFAsPz7h3Rvfh2oj-S-tEiuq6NjSGI-twWZxzU9bJ1VgKrob3rd-LHy4nNYGAoOW9yOLSRyyFhQMfIh,Rasa Lewis,"As a motorbiker i find this is utterly useless. The cashiers don't let the pump unlock because im holding the phone in my hand. ""You're supposed to use it while inside the vehicle and then leave inside, get out and fill up"". Not exactly an option on a bike is it..?",1,2,1.49.8,2019-07-09 03:13:28,"Hi Rasa, thanks for your feedback. We really appreciate you getting in touch and will pass this on to the relevant teams to take on-board. Thanks ^KP",2019-07-10 22:27:46
1089,gp:AOqpTOEZXedxFc8y5X6J2ZVLMkYtTtGEpNNO47Hp-_4Ug4PTzU4-_wC8fLRaqsfhcn-aSTk9jIxwo-NVFDYi,Gerard Krupa,Works well about 75% of the time. The other 25% it just spins.,2,0,1.49.8,2019-07-09 13:29:30,,
1090,gp:AOqpTOF5a0tB83jZSpMl4OaC_Wsi8iMsARGhWCHixWOIzN1yv1Xqe_unKSIE34OaF3IijxMk2ijQebD_Gltx,Lukasz L,"bad bad,, never opens when you need scan your points..",1,0,1.49.8,2019-07-09 14:33:21,,
1091,gp:AOqpTOFFdGWsxuTcTicvUaekKM2c_U-b5zOT-VEouOSbWt3o949JixBUxQQrcGoR4RSaln_LwfF8Oz_UYWSL,John Thorpe,Rarely displays barcode in store. Not much use without that.,1,0,1.49.8,2019-07-09 15:10:15,,
1092,gp:AOqpTOEJNPS1sKR6PmjFQlPC4v-niWtHJEXR66GNMrRbHSiLn9Q8TGHn6XDbsqfmTn_GDF6-a_-CQVILJwlo,Rik Palmer,Keep getting suspended from my account and when you phone nobody has a clue. also couldn't link my card to my phone when a was in my account.,1,0,1.49.8,2019-07-09 21:24:57,,
1093,gp:AOqpTOEYisTX3KWH5kMYUA6VMAs_qDonSJITxgXCD6eh-YPqrt96Y0-0XXSdWIgc7QBQ_kNGIaVfSyQ_X-bC,Paul Wakeham,"1st time use was great, since then nothing loads properly. Station location finder, Offers on rewards page are on a continuous loading cycle. In app card won't display. BP you should have stayed with Nectar. Shell doesn't have these problems with their app. Need to get is sorted ASAP as it will probably cost you big time in customers",1,0,1.49.8,2019-07-09 22:21:35,,
1094,gp:AOqpTOFupH-S5lHjxUnkQP05w5WG1-oQwaA-qOWy8k6AcL-ym93a5qOep5Vfzl4WDPv2fOnzPlpdGHQwaJ_W,Eugen Reprintev,"Not satisfied at all with the app as it loads unlimited amount of time when trying to use it at the station. waited for 2-3 minutes for it to load and nothing, was still loading. Won't recommend the app as most of the time it is useless.",1,0,1.49.8,2019-07-09 22:37:19,,
1095,gp:AOqpTOEeXclJquLfmZDphrWjkQf0Vu_QPSuiIL4eAnIdGeie8JYp5Xwzoe017co3o2C-wajYqqLxIsPucA3x,Tammy Raine,it wont let me log in.this has been like this since I got my new phone,2,0,1.49.8,2019-07-10 01:14:09,"Hi Freddy, we're sorry to hear you've been having problems signing in to the app. Please contact our team at bpmerewards@bp.com and they'll help you out! Thanks ^KP",2019-07-10 22:33:12
1096,gp:AOqpTOE56iOG8Yq5o8o8WmzHKvjDY9_ciTvZdHneczKpl0sfXGiPLl3r7HSk1C0m0x_VQhxXKL9HT52J3Zxe,Phil Connor,"Overall a great app, only let down by the fact that (having transitioned over to Android from iOS) that the android version sometimes fails to open/load when sat on the forecourt wanting to fill up. This evening for example, had to just give up and drive off sans fuel as sans wallet.",4,1,1.49.8,2019-07-10 01:21:20,"Hi Phil, thanks so much for the feedback. We really appreciate it. If you do experience this issue again, please do drop our support team a line at bpmeuk@bp.com and they'll help you out. Thanks ^KP",2019-07-10 22:31:05
1097,gp:AOqpTOGbt9ZwmVYvJ6Ly0Xk-NeXwG5TZJGE_79jXHc1DiXWJvwSgbo9gpKciRSBDYlMueWUATzTfqVRCodSS,Gary Garbutt,App needs a points history! My points aren't adding onto my account. The last few times I've fueled up my points haven't changed. Of we don't get an update on this then I'll start using sainbury's petrol again. Nectar worked a treat for me!,2,0,1.49.8,2019-07-10 02:39:38,,
1098,gp:AOqpTOGDcTVGmhqeXFm6oqzdmEt4sneJWP_YuJELFKek6DqtTzOEQ-jIudwZsE43wq_DLFQpLS3dmuB3EIcc,Charles P,doesnt register card useless and waste of time,1,0,1.49.8,2019-07-10 06:25:55,,
1099,gp:AOqpTOG6nTcKRgY_pdduY1w4BIjch9khHurisuAJOMy92aRj_HIN0QPleYNngMnQLPHixKZOyY0KlllXjkKl,Simon de Tute,does not work correctly on my tablet,2,0,1.49.8,2019-07-10 12:31:43,,
1100,gp:AOqpTOFS1mjj8EVDb_2ypnbsWGwckpqvs7C3vkIRkP5XLelwysI7IIE9rE-vOm6SuAB8z23Fmz_WJ9hPWWty,Chris Hall,crashes on startup. reinstalled 3 times now. useless app.,1,0,1.49.8,2019-07-10 13:05:01,,
1101,gp:AOqpTOFkMcFw8PJ27TVVhZmMga_abm-wubOrzE03tHGaz3xXj2E5D63MEv1eSRavlKuCJSJpPrpDTibi5mvt,Ian Davies,"No no no. If I cant use it without enabeling location services, then I wont use it. Simples",1,0,,2019-07-10 15:45:35,,
1102,gp:AOqpTOFmKBh1D9gDMDuVin4VBVctpHAOPcnIxzbBiIspH_IKkjNm5NLB9LxqxGEHUuuRv21TMLxsimICZeaZ,Kathryn M,keeps crashing,2,0,1.49.8,2019-07-10 18:12:45,,
1103,gp:AOqpTOFkQwDDKhQha3WIWqNt2oNMbi8jPiX-SyeXjjuYBKi062vhs9pbqg6y64Br_ZDkqzzLEOKvLjkTriR8,Ilkin Jamalli,Unable to add my mastercard as a payment card. It said it is not registered for Mastercard secure code! I DO NOT CARE! Shut up and take my money! It would have worked in-store why should not work here? Uninstalled,1,0,,2019-07-10 21:11:19,,
1104,gp:AOqpTOHoy-2FVlih7ztaqwPIcqn73dANPTwdSLGR1dy0buuLzXqsHizdEDorru6zJdvygEzqDq8WWjdEYkmH,Daniel Hammond,"Can't even link a nectar card. I enter valid nectar number and password, just keeps saying incorrect. Checked and nectar card is valid and password I enter is correct. Update 10th July. Managed to get a card linked now but app struggles to open. I put £50 of fuel in, queued and paid before this opened. Phone is Pixel 2, fresh install of phone software and app. To be fair, when it does work, it looks tidy and is a good idea, just can't use it.",2,2,1.49.8,2019-07-11 02:04:39,"Hello Daniel, sorry to hear you are having trouble adding your Nectar card in to BPme. If you get in touch via bpmeuk@bp.com our support team will be able to look into this in a bit more detail. Thanks from the BPme team",2018-02-08 21:15:16
1105,gp:AOqpTOHt0nkFPrvMznWJVuNMmgUuhLyWJZBKXsXUuIlNHmAKerh9byCgVILovPAO2pH4Zt2wBjK1MR02SLpw,Anita Wheadon,wont let me log in just spins round and round. tried clearing cache and still nothing,1,0,1.49.8,2019-07-11 23:26:43,,
1106,gp:AOqpTOHQqNaTfvxTrlsvFVoJyGzgRvoVEzV_jis-FdIqjnNaxrdj24AqXTEl1n7LXMUFTu7rOiAzwCsX-iAz,Mike Hammond,Absolutely brilliant! Makes refuelling so easy!,5,0,1.49.8,2019-07-12 04:06:04,,
1107,gp:AOqpTOEz0LELtjLNeGTXvu5f_X4DdxavJV-JGf6QLQn_HvETJr-oo1iIN_33Cd0bF0YtSE1UWK6jbbsXJP-Q,Tomas Meszaros,I guess there is an app but we are better off with the actual card as this app keeps on freezing at the moment..,3,0,1.49.8,2019-07-12 16:37:09,,
1108,gp:AOqpTOH44CNfQgcSvMIOPt6MRqXvW6qAmRlvorHatJC87r7KTL2raQclTVVwY-MTLMmkNHPTtzrpPaYFATFf,Joe Barron,"waste of time , it works sometimes",1,0,1.49.8,2019-07-12 19:46:33,,
1109,gp:AOqpTOF8hyOl8zeNvAaD-xcLWdf5Hrumi9YlHYz1J-z_Dv7m-90ct6HhnHChw97fMupZVARPxcM7m1xWWEGb,Nick G,"Any app that has more 1 star ratings than anything else should of made me realise. On initial sign up no email received to set password (Nothing in junk items) . I hit the 'forgot password' button and then I received an email. Tried to set a password that way but the page just hung / stalled. So for me this app is a waste of time and no use at all, so now deleted.",1,1,1.49.8,2019-07-12 20:21:20,,
1110,gp:AOqpTOEIbqHxWLhZ5ahYiOyqaCWKzXN2RS1LkjtKOHoBFa6ZRKL17iHbRRgv4IIUCtMmdscYLIO83rtYWULk,Martin Hodgkiss,"This app actually gets worse every time I try to use it, to the point it actually just doesn't work to pay for fuel or collect rewards.",1,0,1.49.8,2019-07-13 00:10:10,,
1111,gp:AOqpTOGt6jz1cYHbbFh40lGQXkjaOsFISX75iFRP3Nfh5oS5iiZggmuVyTAHB6J4X9gdz-ula6e6-CgUMSUH,Lisa Caine,can't login in states already registered,1,0,1.49.8,2019-07-13 01:53:29,,
1112,gp:AOqpTOFaTBKSle703JALFSnFXS2NtfsZnSUo4ZSLTNnzq-y6uY8bFVm0dRqWEEnY-Gch-I10fMLQiz7kLW9t,James Parkinson,"Downloaded this app to earn rewards. It would help if the app was working I've filled up twice but no reward points given, whenever I try to find a BP garage it says I am not near one - even when I am actually opposite a BP garage. Why launch an app that hasn't been tested to ensure that it works. I will now go to Esso to gain nectar points and I know that works.",1,2,1.49.8,2019-07-13 03:25:29,,
1113,gp:AOqpTOERVjsOaJ8iZ2WEsrYoMzV3osBfZDr7Fuo5I4T1rDsjiZ8_myHYnwQHOqgJYG16aeORwjOO81Sxo61A,Steve Thompson,Why does this take so long to open and even not open at all. Its pretty bad,2,0,1.49.8,2019-07-13 04:43:02,,
1114,gp:AOqpTOEWYW7ZWgksc6C3FfOlu9R87KtZPkaih1MMXxneZezPGofTFdDFLTiYPNPI-7UmjEVurvv9uxVhcbvn,ANTONIO MOLDOVAN,"I can't log in. Everything was good on my old phone but on my Samsung Galaxy Note 9 doesn't work. Constantly get the same message: ""Something went wrong "" then ask for my pin number put it again something went wrong. I even reset my pin and still doesn't work. So disappointed ☹☹☹",1,0,1.49.8,2019-07-13 08:20:22,Sorry you've been having trouble with the app Antonio. Please drop our support team a line at bpmeuk@bp.com and they'll help. Thanks ^AW,2019-07-22 17:47:46
1115,gp:AOqpTOGnlJayhs_f22pyF_3RHM0CSVJFEg_3W0jAMSU9D19qkA2_dcnZE0b24ynSZcuBuEGbTAna5GWD3iM8,Simon Brice,faster than going in the shop just.,4,0,1.49.8,2019-07-13 20:02:48,Great to hear Simon. See you for a speedy refuel again soon! ^AW,2019-07-22 17:48:10
1116,gp:AOqpTOElPbAZdPL6bOaFvlPeAu_74qA2YoNIM9qrw5B6n093-81Is3WjDyT5AF7CrGZUfgzQdtk3sW_1vmb1,Antanas Tamašiūnas,"Something went wrong here. Couldn't open offers there. Accessing reward card is way too slow (when it works). It also needs internet connection and fingerprint just to open the card! I decided to try it last time and after I made cahiers wait till I got the card ready, they then made me wait until they managed to scan the barcode. I will try Stocard next time but I feel like I will give up on this. And if you moved offers to the app, why you still give offers on paper receipts...",1,1,1.49.8,2019-07-14 07:38:47,Thanks for the feedback Antanas. If you're still having trouble please email our team at bpmerewards@bp.com and they'll help. Thanks ^AW,2019-07-22 17:48:59
1117,gp:AOqpTOFWvh96V1cQUEI_LM4Zsy7LXGknHFjeGPoklvSgRX1YJ_WTzGtSfuOUZPSIiiPzGKpna1dHNdN-Q_79,Ian Brock,"Hopeless. I've never got past the login screen. The app just says ""Something went wrong. Please try again"". I reported this to support ages ago but nothing happened; there was no support. I'm uninstalling now and will use the local Shell station instead of BP. Should have kept the Nectar link.",1,1,1.49.8,2019-07-14 14:36:20,Sorry you're struggling to login Ian. Please email our team at bpmerewards@bp.com and they'll help. Thanks ^AW,2019-07-22 17:49:26
1118,gp:AOqpTOGb_fwLhzQgqpf922CGvZSU29ICVHbfDOdUoVNXR7Vehd7JhPbz1S0FtjdK1UYZCZJaKB8UBD2aRI_Z,Vasil Galabov,Not Working,1,0,1.49.8,2019-07-14 14:52:52,Sorry you've been having trouble with the app Vasil. Please drop our support team a line at bpmeuk@bp.com and they'll help. Thanks ^AW,2019-07-22 17:49:40
1119,gp:AOqpTOGhYU6BsdO__Kw4zg84BXL5QwigMwAMznXFEUKaorugUO-zT_jtvcghFevmQtqr9nn30ANTkWjr_vPD,Mag Ic,Ita a good app and useful but it's very slow and does not always let me log in especially when I need it when I fill up,4,0,1.49.8,2019-07-14 15:39:14,"Thank for the feedback, we'll take on board your point about the speed and work to improve it in future. If you need any help logging in, please email our team at bpmeuk@bp.com Thanks ^AW",2019-07-22 17:50:37
1120,gp:AOqpTOE-zWPZm2d7vOP73UmXE9XfJ51abineOAcp4UAynmzY7escjSOYwVNEMmo2qLqId9IugIrMr6EGvL35,Elaine Vinter,Can't even get past registration - don't waste you time with it,1,0,1.49.8,2019-07-14 18:20:31,Sorry you're struggling to register Elaine. Please email our team at bpmerewards@bp.com and they'll help. Thanks ^AW,2019-07-22 17:50:52
1121,gp:AOqpTOEEXPRVWAxAdXWfKQpM_tIfM7YtXbxpFWFC2TzbUzgTq3I2e7WKzfZCvnfHRSr5L0Ok-i8pMhJlLrx9,Simon Ullah,app just doesn't want to work. cant get passed login screen. giving up trying. bye bpme,1,0,1.49.8,2019-07-14 22:20:38,Sorry you've been having trouble with the app Simon. Please drop our support team a line at bpmeuk@bp.com and they'll help. Thanks ^AW,2019-07-22 17:51:25
