,userName,isEdited,title,rating,review,date,developerResponse
563,J.B.z,False,1st use - flawless,5,"Had been hesitant to use this app which I’d downloaded a couple of months ago. Registered my payment card on the app whilst in the car wash and decided to give it a go. Really easy to understand and use. Extremely convenient and will much prefer this to queuing in petrol stations.

Will update this if there’s anything else to add to it - if I don’t update review then you can assume that it’s all 5 ⭐️ good!",2019-01-07 12:13:19,"{'id': 6730684, 'body': 'Awesome! So glad you like the app! See you for some fuel again soon. ^AW', 'modified': '2019-01-08T13:09:48Z'}"
564,Poonam Prajapati,False,Great app,2,It’s a such a convenient app only downside is my offers for my nectar card never load I can’t seem to see them I’ve deleted and reinstalled the app but it never seems to work can you please get this issue fixed,2019-01-07 23:24:18,"{'id': 6723092, 'body': ""Hi. Sorry you've been having trouble with the app and getting your offers to load. Can I ask if you regularly receive emails from Nectar which show their offers? If not, I'd suggest getting in touch with Nectar and asking to ensure you receive email marketing offers from them. That should ensure your offers start to show in BPme (you should then be able to unsubscribe from the emails at that point if you don't want them). Hopefully that helps resolve the issue. If not, please don't hesitate to contact our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^DS"", 'modified': '2019-01-08T07:54:31Z'}"
565,Nick19690qa,False,Oops Error,1,I really loved this app until it stopped working.  Every time I try to log in it flashes ‘oops error’.  I’ve tried to re load app and re register but still get the same response.  Any help welcomed.,2019-01-08 11:44:43,"{'id': 6769699, 'body': ""Hi there. Sorry you keep getting this error message. If you drop our support team a quick line at bpmeuk@bp.com they'll look into it for you. Thanks ^AW"", 'modified': '2019-01-10T11:25:53Z'}"
566,MGB DUB,False,Game changer,5,Game changer. Works every time so far without fail and stops me buying crap in the shop! Good on my pocket and my belly!,2019-01-08 13:22:08,"{'id': 6769767, 'body': ""Really glad it's helping you save a bit in the New Year! See you for some fuel again soon. ^AW"", 'modified': '2019-01-10T11:27:41Z'}"
567,Pluscars1,False,Complete waste of time and potentially dangerous,1,"Tried to use this app four times each time app starts to work them times out. I had a strong 4g signal in each case. On one occasion app suggested payment was successful. I checked with the pump attendant who explained the app was rubbish and my payment had not registered. So if I had driven off I would have been classed as a drive away my details would have been passed to the Police!
The other issue is that this app could encourage someone to use their phone on a petrol station forecourt which is a complete no go due to the well publicised explosion risk. There are clear instructions on the app but how many people read and head instructions? I checked my linked credit card and it had a total of £400 pre authorised for each of my four tries. 
So as far as I am concerned this app is a big mistake by BP why not just use a pay at pump system like every other modern petrol retailer it is much safer and in my experience reliable. By the way I am not a technophobe I love technology when it works. If there was a zero star I would have selected this. The app is very slick looking and clearly a lot of thought has gone into the concept but so far it looks like style over substance. Hope this helps the folk at BP.",2019-01-08 18:49:57,"{'id': 6769872, 'body': ""Hi there. Thank you for getting in touch. We're really sorry you had these issues using the app. If you'd like to email our support team at bpmeuk@bp.com they'll take a look into it what went wrong. Thanks ^AW"", 'modified': '2019-01-10T11:30:19Z'}"
568,d. oxon,False,Very unreliable,1,"Used it on three different occasions, each time it recognised the filling station and I selected the pump number.  Please fill up and leave phone in car it said.  Twice after I had filled and got back in the car it told me there was a problem and need to go into shop to pay.   Removed from my phone,a good idea but won’t use BP again.",2019-01-13 11:54:56,"{'id': 6823816, 'body': ""Hi. We're really sorry the app didn't work for you. Our support team can take a look into what went wrong if you'd like to email them at bpmeuk@bp.com Thanks, ^AW"", 'modified': '2019-01-14T10:30:19Z'}"
569,Tom Geraghty,False,Not working anymore,1,Used it a couple of times at my local garage and it worked great. The last couple of times I’ve tried it just says ‘no pumps available’ despite me being parked next to a pump and the rest of the forecourt empty. Deleting the app now as it’s worthless if I can’t use it at my local BP garage.,2019-01-15 18:12:14,"{'id': 6879872, 'body': ""Hi Tom. We're really sorry the app has stopped working for you. If you drop our support team a line at bpmeuk@bp.com they'll take a look into it for you and help sort it out. Thanks ^AW"", 'modified': '2019-01-17T09:03:05Z'}"
570,eTypeCustard,True,Still a 4.3 rating?,1,"There is obviously a problem with this app at the moment. Read the numerous 1 star reviews around this time (January 2019). 
I gave this 1 star a few weeks ago, when the average rating was 4.3. Now after numerous other 1 star ratings, the average is...
4.3!
Shouldn’t that have dropped down a bit by now?",2019-01-16 13:04:51,"{'id': 6711307, 'body': ""Hi there. We're really sorry this happened. Please contact our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW"", 'modified': '2019-01-07T13:42:37Z'}"
571,Kennyfgtf,False,BPme,5,"Great app and so much easier to pay for fuel. 
More BP petrol stations need to have this option",2019-01-18 08:51:36,"{'id': 6932023, 'body': ""Great to hear you like the app! We're in the process of rolling it out nationwide, so hopefully you'll find it available in more and more stations soon. If you're looking for your nearest one, just use the Station Finder in the app to locate it :) Thanks ^AW"", 'modified': '2019-01-21T08:34:22Z'}"
572,ta88ycat,True,Fabulous.,5,"Handy, quick and easy to use.",2019-01-25 13:20:34,"{'id': 3911958, 'body': ""Hi there. We're really glad you like the app, thank you for your feedback. In terms of the holding charge, we are constantly working with banks to reduce the time it takes for the pending transaction to be removed, so hopefully it will be quicker in future. Thanks ^AW"", 'modified': '2018-06-20T14:16:57Z'}"
573,LASP73,False,Time Saver!,5,Works great and there’s no need to queue up just to pay for fuel. Enjoying it!!!,2019-01-26 13:49:47,
574,Vene2ia,False,Doesn’t work!,4,"I am at the station, next to the pump and the app doesn’t find the station! Why is there No option to manually choose the station, even if it’s just closest to your current location?",2019-01-26 17:27:17,"{'id': 7041409, 'body': ""Hi there, we're sorry to hear that you've had trouble using BPme and we really appreciate your feedback. Would you mind dropping our teams a line at BPmeUK@bp.com? They'll be able to look into the issue. Thanks, ^EB"", 'modified': '2019-01-28T09:46:23Z'}"
575,A M Y Jabir,False,Frequent customer,3,App is not stable. When it works it is ok. It has worked 50% of the time for me.,2019-01-29 12:27:06,"{'id': 7104464, 'body': ""Hi there, we're sorry to hear that you've had trouble using BPme and we really appreciate your feedback. Would you mind dropping our teams a line at BPmeUK@bp.com? Thanks! ^CF"", 'modified': '2019-01-31T17:36:17Z'}"
576,Toby D. Adams,False,Hassle,3,"A real hassle to set up. At least it could support Apple Pay to make it a bit easier, but it currently does not.",2019-01-30 16:25:37,"{'id': 7104470, 'body': ""Hi there, we're sorry to hear that you've had trouble using BPme and we really appreciate your feedback. Would you mind dropping our teams a line at BPmeUK@bp.com? Thanks! ^CF"", 'modified': '2019-01-31T17:36:47Z'}"
577,Gtaloverrrr,False,C,1,This app can hardly ever find the petrol station even when you are there!!! Useless!!!!,2019-02-02 11:18:11,"{'id': 7144105, 'body': ""Hi there. It sounds like the station finder is having some issues. Please email our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW"", 'modified': '2019-02-04T09:08:13Z'}"
578,Deester747,False,Waste of Time.,1,"Having tried paying three times using this app failed all three. 
Dismal failure.",2019-02-02 21:59:00,"{'id': 7144119, 'body': ""Sorry the payment failed. If you drop our support team a line at bpmeuk@bp.com they'll look into what went wrong for you. Thanks ^AW"", 'modified': '2019-02-04T09:08:56Z'}"
579,Vijusss,False,Viju varghese,5,Excellent option to be utilised,2019-02-03 13:02:02,"{'id': 7144127, 'body': 'Really glad you like it! Thanks for the review. ^AW', 'modified': '2019-02-04T09:09:24Z'}"
580,frustrated usee,False,Frustrated user,1,"Having used this app once by just entering my pin, the next time I tried to use it, I was asked to log on with a password. As I had forgotten my password I tried to reset, by giving my email address and phone no. Unfortunately, the country code for the phone no. Input defaults to +91 and there was no option to get it changed to +44 for U.K. so I can’t receive any instructions to change my password. So gave up using the app. App sounds a good idea but it’s execution is appalling.",2019-02-03 14:03:45,"{'id': 7144165, 'body': ""Hi. We're really sorry you've been having trouble resetting your password. Please drop our support team a quick line at bpmeuk@bp.com and they'll get it sorted for you. Thanks ^AW"", 'modified': '2019-02-04T09:10:57Z'}"
581,Ades the Shades,False,Rubbish,5,Sometimes it works and it’s ok but more often than not it doesn’t. Keeps asking me to login and when I try it timeouts. Very very frustrating. I have now removed the app and the frustration. BREATH!!,2019-02-09 13:11:11,"{'id': 7236574, 'body': ""Hi. We're really sorry you had some issues logging into the app. If you drop our support team a line at bpmeuk@bp.com they'll be able to help. Thanks ^AW"", 'modified': '2019-02-11T08:54:37Z'}"
582,Gamyer,False,Can’t actually pay for petrol used so waste of time,1,"It debits your account with £100 and then sorts out the exact amount days later. 

Complete rip off.",2019-02-13 12:58:42,"{'id': 7313097, 'body': ""Hi. Sorry you had some trouble using the app. Please email our support team at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW"", 'modified': '2019-02-15T11:33:10Z'}"
583,Harpermoo,False,Shocking,1,App said fuel up. Drove off. Had to return to pay cash as transaction failed. Complete waste of time.,2019-02-16 10:59:43,"{'id': 7341293, 'body': ""Hi. We're really sorry this happened. Please email our support team at bpmeuk@bp.com and they'll look into what went wrong. Thanks ^AW"", 'modified': '2019-02-18T08:58:29Z'}"
584,Rocka109,False,Best idea ever,5,"Fast, efficient- what is not to like",2019-02-16 17:23:20,"{'id': 7341301, 'body': 'Really glad you like it! See you for some fuel again soon. ^AW', 'modified': '2019-02-18T08:58:57Z'}"
585,ڈار,False,Performance of BPme,5,Outstanding performance myself totally happy with this great service and again many thanks to you BPme you great forever.,2019-02-16 23:14:36,"{'id': 7341314, 'body': 'Thank you! Really glad you like the app. ^AW', 'modified': '2019-02-18T08:59:21Z'}"
586,imMehrozKhan,False,CarPlay needed,1,App for CarPlay needed,2019-02-20 10:11:16,"{'id': 7403719, 'body': 'Thank you for your feedback. Our developers are working hard to improve the app and offer more ways to use the app, so keep an eye out for updates in the future. Thanks ^AW', 'modified': '2019-02-21T17:06:43Z'}"
587,jeffdabrazilnut,False,They sent the police to my house!,1,"Used the app to pay as I have done many a time. App confirmed all paid, as did my credit card. 

App had a communication failure with the station meaning the station thought I had not paid and drove off! Instead of BP using any one of my contact details which they hold (address, phone number or email) they decided to go straight for the jugular and send the police to my house who proceed to call me a thief in front of my young children.  

1 month later and not a word of an apology from BP. Atrocious.",2019-02-21 21:53:41,"{'id': 7448643, 'body': ""We're really sorry this happened. It sounds like something went seriously wrong. Please contact our support team at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW"", 'modified': '2019-02-25T09:14:18Z'}"
588,'AppyApple,False,Easy smooth,5,Efficient reliable app. Great way to be quick at the petrol station,2019-02-22 18:03:45,"{'id': 7448490, 'body': 'Really glad you like it! Thanks ^AW', 'modified': '2019-02-25T09:10:10Z'}"
589,Red dog dave,False,Waste of time,1,"Downloaded app, set up account, went to bp garage, app kept throwing errors so I just paid the old fashioned way which was much quicker, absolutely pointless!!",2019-02-22 20:53:11,"{'id': 7448660, 'body': ""Sorry you had some issues using the app. Please drop our support team a line at bpmeuk@bp.com letting them know which site you visited and they'll look into it for you. Thanks ^AW"", 'modified': '2019-02-25T09:15:08Z'}"
590,Lofty75,False,Don’t enter wrong pump number by mistake!,5,"I’ve used this app for a while and it’s actually very good but today I discovered an issue.

I thought I’d scrolled the wheel to pump 2 but fat fingers still hit 1 so it unlocked pump 1.

Staff useless and couldn’t help as they didn’t have a process for this so I ended up paying for someone else’s fuel.

There is a cancel button but it doesn’t highlight and no other way to stop.  I tried to cancel within 5 seconds of it saying pump unlocked!!!

Ended up having to agree with other customer that I’ve paid for his and he should pay for mine.

Disappointing as have really enjoyed this app but beware as you may not have such an accommodating other customer!",2019-02-23 09:03:45,"{'id': 7448685, 'body': ""Hi there. We're really sorry this happened. Please email our support team at bpmeuk@bp.com and they'll take a look into what went wrong and help sort it out for future uses. Thanks ^AW"", 'modified': '2019-02-25T09:16:23Z'}"
591,A*+,True,Biddulph Staffordshire,1,"My local BP station, the app never works so I go to Sainsbury’s.
Other station the app won’t work, fuelled at 5 BP stations in Staffordshire and Cheshire the app worked once only.
Don’t waist your time at BP they are to expensive and making 1bn profit from YOU.",2019-02-24 08:05:44,"{'id': 7144095, 'body': ""Hi there. We're really sorry the app hasn't been working for you. Please drop our support team an email at bpmeuk@bp.com and they'll help you out. Thanks ^AW"", 'modified': '2019-02-04T09:07:26Z'}"
592,1141231,False,Easy,5,"Never need a bank card or cash to fill up .
Be lots better when all stations have this facility",2019-02-24 17:16:12,"{'id': 7448730, 'body': ""Really glad you're enjoying the app. See you for some fuel again soon! ^AW"", 'modified': '2019-02-25T09:18:48Z'}"
593,Leakygasket,True,Very nearly selected the wrong pump number,5,"Generally happy with the app in that it’s always worked well for me. However, it would be good if the pump number selection had a more positive feel to it as I very nearly selected the wrong number on my latest visit.",2019-02-25 00:32:35,"{'id': 6373217, 'body': 'Really glad you liked the app and could take advantage of our AMEX offer. We look forward to seeing you on the forecourt again soon. Thanks ^AW', 'modified': '2018-12-13T17:15:52Z'}"
594,Agb2zx,False,Doesn’t work,1,Tried it today. What a pain. After putting all the info in it kept freezing on the page where my credit card required a passcode. I kept putting the passcode in but nothing would happen and no option to move forward. Just the option to cancel!,2019-02-26 12:09:52,"{'id': 7493622, 'body': ""Hi, we're really sorry the app didn't work for you. Please drop our support team an email at bpmeuk@bp.com and they can look into the issue. Thanks, ^EB"", 'modified': '2019-02-27T12:48:46Z'}"
595,Jon61,False,Useless,1,"This is my second review of this app. It now doesn’t work on any of my credit cards. By the time you’ve finished trying to get it to work, you may as well have just gone in and paid normally!!",2019-02-27 03:32:51,"{'id': 7493733, 'body': ""Hi Jon, we're really sorry to hear that you've had trouble paying with BPme. If you wouldn't mind dropping our team a line at bpmeuk@bp.com they'll be able to help you. Thanks, ^EB"", 'modified': '2019-02-27T12:58:28Z'}"
596,resisent of lbbd,False,Bp me,5,Have used 2 times so far it’s ok.,2019-02-27 10:48:06,"{'id': 7557029, 'body': ""Glad it's working well for you. See you for some fuel again soon. ^AW"", 'modified': '2019-03-04T08:49:02Z'}"
597,MartyMac1872,False,Martin,1,"Downloaded app.
Registered.
Tried to add All Star fuel card as payment method.
Realised I couldn’t.
Deleted app.",2019-02-28 09:38:53,"{'id': 7557060, 'body': ""Sorry you couldn't add your All Star card. We are working on adding more payment methods to BPme, so hopefully will have some available in the near future. Thanks ^AW"", 'modified': '2019-03-04T08:50:40Z'}"
598,Flyboi74,False,User unfriendly,1,"Whenever I tried to use this app it didn’t function.
Either get an error message, unable to find a pump or crashing after closing a pump and unable to get fuel as after retrying the payment card gets blocked.
Absolute joke and not worth downloading. Worst payment app I have used so far I am sad to say",2019-03-02 18:40:06,"{'id': 7557083, 'body': ""Sorry you've been having trouble with the app. Please email our support team at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW"", 'modified': '2019-03-04T08:51:24Z'}"
599,Dimasik,False,Terrible app and poor design! Don’t waste your time.,1,"Tried hard to use this app. Tried twice.
Both time unsuccessful.

First time turned up at the Petrol station, put fuel in the car’s tank, went to cashier and presented the app to pay. I was wrong!
It doesn’t work that way. Had to pay cash to the cashier.

Second time, came the the BP station. Went to the app and chose the pump. Selected full tank. The app tried to lock £100 on my card and failed with no reason. Tried a few more time. Got my card blocked by the bank. Called the bank and unblocked the card. Was told to relink the card to the app. Tried that, but the app failed to add my card now.

Deleted and reinstalled the app. Tried again – no luck.

What a terrible app. 25 minutes of my life wasted for nothing.

Avoid!",2019-03-05 22:42:43,"{'id': 7600850, 'body': ""Hi. We're really sorry you had some issues using the app. Our support team will be happy to look into what went wrong, just drop them an email at bpmeuk@bp.com and they'll help. Thanks ^AW"", 'modified': '2019-03-06T11:09:49Z'}"
600,Mr mike james,False,Saves so much time,5,If you want to cut up to 5 mins of your time to refuel then this is your answer,2019-03-09 14:29:36,"{'id': 7665735, 'body': ""Really glad we're helping you save some time at the pump! Thanks for the review. ^AW"", 'modified': '2019-03-11T08:50:47Z'}"
601,SmartRoadie,True,Avoid at all costs,1,"Terrible concept. Freeze £100 from your account, get charged how much you fill up as well! Wait 2 weeks for the frozen £100 to be available in your account again! 
Why pay once when you can pay double! 
This is not technology moving us forward!

EDIT: Thanks for the developer response. I am well aware of how the app works! That is why I’m never using it again and telling everyone else not to use it! I also know I can select lower amounts but when my car takes £80+ I don’t see the point of putting £20 in! Your response hasn’t told me anything new or apologised for the lack of clarity in your description of how much money will be held for how long. Stay away from this if you don’t have limitless funds.",2019-03-09 18:49:25,"{'id': 3970638, 'body': 'Hi there. When you chose to fill your tank the app reserves £100 to cover the cost of the fuel. When the actual transaction has gone through, the app notifies your bank to remove the reserve. Unfortunately some banks take longer to process this than others, but we are constantly working with banks to speed up the process. Alternatively there are other options to select lower amounts of fuel through the app - e.g. £20 / £30. Thanks ^AW', 'modified': '2018-06-25T14:29:58Z'}"
602,ugandanpidgeon,False,Awful,1,"Has trouble finding any BP station, managed to get it to find my local one once and when it does it comes up with an error when you try to select pump. Very disappointing that you would release an app that is useless",2019-03-10 18:00:06,"{'id': 7665767, 'body': ""Hi. Sorry you're having some issues with the app. If you drop our support team a line at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW"", 'modified': '2019-03-11T08:52:05Z'}"
603,HSK03,False,Sheer excellence,5,Absolutely brilliant. Why waste time and stand in lines of 10 people.,2019-03-10 19:17:23,"{'id': 7665827, 'body': 'Really glad you like the app! See you for some fuel again soon. ^AW', 'modified': '2019-03-11T08:53:50Z'}"
604,keenonjazz,False,Excellent,5,"Easy,fast not need to pay inside the shop",2019-03-11 09:58:30,"{'id': 7693229, 'body': ""Great to hear you like the app and it's saving you time when you fill up. Thanks ^AW"", 'modified': '2019-03-12T13:51:53Z'}"
605,c.fou,False,Paying for more than I get.,1,Almost every time I choose to buy £20 of fuel and get £19.50 worth of fuel which I thought is not an issue when I’ve realised today that even tho the app is saying I’ve payed £19.50 I have actually payed £20 according to my bank statement. Where is going 50p every time I’m buying fuel? Its a small amount but I had to work for every penny I’ve got. I’m not going to use app anymore and to be honest I’ll be filling somewhere else from now on.,2019-03-13 17:25:13,"{'id': 7735296, 'body': ""Hi there. We're sorry to hear this. If you send the BPme team an email (BPmeUK@bp.com) outlining the problem and they’ll help you fix it. Thanks ^ED"", 'modified': '2019-03-14T15:41:45Z'}"
606,helt570,False,Useless,1,"Step 1 Register
Step 2 log in
Step 3 *an account with this email address already exists*
Step 4 repeat step 2 (I must have clicked the wrong button)
Step 5 (double check I am clicking log in) log in
Step 6 *an account with this email address already exists*
Step 7 delete app
Step 8 use Tesco petrol station, working app, cheaper fuel & worthwhile loyalty club",2019-03-17 07:47:54,"{'id': 7780604, 'body': ""Hi. We're really sorry you had some issues using the app. Our support team are happy to help if you'd like to email them at bpmeuk@bp.com Thanks ^AW"", 'modified': '2019-03-18T09:18:21Z'}"
607,bobanite,False,Still no option to use Apple Pay,1,"Still no option to use in-app Apple Pay.
Esso, Shell etc do it, and it makes the experience seamless.
Here I still need to register my card, update it when it expires, etc rather than being able to rely on Apple Pay.
Not impressed.",2019-03-19 18:42:14,"{'id': 7820314, 'body': ""Sorry Apple Pay isn't available on BPme at the moment. We're working to add more payment options, so hopefully will have an update in the future. Thanks ^AW"", 'modified': '2019-03-20T12:04:17Z'}"
608,Paradox 2019,False,Not worth the bother,1,"As already mentioned by other users. This app has issues with my bank. On two separate occasions my bank thought i was being conned and froze my account. 
Lovely idea but needs more work",2019-03-19 23:22:47,"{'id': 7820335, 'body': ""Hi. Sorry you've been having issues with BPme and your bank. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW"", 'modified': '2019-03-20T12:05:31Z'}"
609,Supermann_11,False,No waiting around,5,One thing I hate is when you want to just fuel and go but have to wait ages in line while people do their weekly shopping at the station. This app works great just select pump how much you averagely want to spend and fill the car up. Simple as that.,2019-03-27 06:28:49,"{'id': 7949848, 'body': 'No need to queue to pay with BPme! Really glad you like the app. ^AW', 'modified': '2019-03-28T12:25:27Z'}"
610,mak1mak,False,Not able to add Nectar,1,"This app since being introduced, I have not been able to link my nectar card, persistently fails due to poor functionality of BP me app, this really needs to be addressed",2019-03-28 08:18:53,"{'id': 7966133, 'body': ""Hi. Sorry you're having trouble linking your card. Please email our support team at bpmeuk@bp.com and they'll help. Thanks ^AW"", 'modified': '2019-03-29T11:13:39Z'}"
611,Stasker8,False,Really Good,5,"After a few start up hiccups the app works so easily and means I don’t have to wait in a long queue of people with shopping and ordering coffees etc. 
It would be even better if one could get a discount on petrol, as in the USA, where apps are paid for using a debit card number thus the Petrol company can pass on the savings of the credit card fee by offering slightly cheaper petrol.",2019-03-28 14:50:25,"{'id': 7966139, 'body': ""Really glad you like the app now. Thanks for the feedback, we're always looking for ways to improve BPme and will take it on board. ^AW"", 'modified': '2019-03-29T11:14:29Z'}"
612,Bluecori,False,Great and so convenient,5,I love this app. Can just fill up and go. So convenient and time saving.,2019-03-28 20:08:06,"{'id': 7966145, 'body': ""Great to hear it's helping to make life a bit easier for you! Thanks ^AW"", 'modified': '2019-03-29T11:15:08Z'}"
613,therealashleyisaac,False,Don’t Bother,1,"I use BP to fill my two large vehicles with premium fuel spending approximately £5k per annum. I downloaded to App to speed up the refuelling time and to collate all the receipts for fuel in one place.  It worked well for about a month, but for the past 4-5 weeks it has been a total waste of time.

A) it takes forever for the App to launch B) it requests that I log in again 
C) it takes ages for the log in page to open
D) once I enter my details I have to wait again for the App to log me in

I have given feedback on this on maybe three occasions but have had no response from BP.

This evening I relaunched the App before eventually getting to the page to log in.  I entered my details and waited for the App to log in. And waited. And waited.  Eventually I gave up, filled up, went into the shop, picked up some milk, queued, paid (in two transactions - fuel and milk) and returned to the car.  The App was still trying to log me in!!!!

I am now about to download the Shell App.

I’m my opinion, this app is a total waste of time!!!",2019-03-28 21:15:53,"{'id': 7966159, 'body': ""Hi. Sorry you've been having these issues and haven't had a response yet. Please give our team a call on 0800402402 and they'll look into it for you. Thanks ^AW"", 'modified': '2019-03-29T11:16:06Z'}"
614,shagr333,False,No fuel,5,Excellent app makes me moist,2019-03-29 08:25:37,
615,Priceyboyboo,True,BPme App,5,"I don’t understand what all the fuss is about. I think it’s brilliant. So easy to use and no more queuing at the tills. If it doesn’t work, it has to be your signal.",2019-03-29 08:39:00,"{'id': 7949839, 'body': 'Great to hear! Really glad you like the app. ^AW', 'modified': '2019-03-28T12:24:53Z'}"
616,Tim by the post,False,Not work for 2 times!!!,1,"Because the promotion, 250 nectar point if I pay by BP Me. After I chose the pump number, wait a while, it says you can fill up now. Before I filled up in full, the app say something wrong and asked me to pay inside the shop. I been the same BP twice in 2 weeks to try. But never success!!! So never earn 1 bonus point!!!",2019-04-04 21:52:52,"{'id': 8210402, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^CF', 'modified': '2019-04-15T08:04:49Z'}"
617,welltired,False,BPme,1,"Good idea, poor execution. 
Could not sign in or verify email.. don’t waste your time or memory on device. Waste of energy don’t download.",2019-04-07 07:15:34,"{'id': 8210359, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^CF', 'modified': '2019-04-15T08:03:40Z'}"
618,Dmac7731,False,Useless,1,"I have used this in the past was great worked well now this past 2months almost it won’t work at all total utter waste of time.

It keeps saying the same thing over and over we’re having technical difficulties please pay in the shop for fuel. I’ve deleted the app and tried again on a few occasions but still the same going to delete it for good now and use something like Shell as this is garbage!!!!!",2019-04-08 13:13:33,"{'id': 8210314, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^CF', 'modified': '2019-04-15T08:02:31Z'}"
619,viopatra,False,No receipt,1,Unfortunately this app sent you an email with the details.No .pdf or something that could be printed (I don’t want to print my hole email inbox )And there is no print at pump..,2019-04-11 14:38:44,"{'id': 8210254, 'body': ""Hi, thanks for using the app and providing us with some useful feedback, we'll make sure to pass this on to the relevant teams. Thanks! ^CF"", 'modified': '2019-04-15T08:01:21Z'}"
620,Reevesarthur11112233,False,Poor experience,1,"Have nearly given up. Tried at 2 BP stations but app wouldn’t recognise the pump. Ended up paying by card.

Will be returning to the supermarket petrol station",2019-04-11 19:23:34,"{'id': 8210169, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^CF', 'modified': '2019-04-15T07:59:32Z'}"
621,ThisNicknameIsAlreadyTaken79,False,Crying out for Carplay Integration,4,"This app works really well for me, except in the occasional situation where the petrol station doesn't use it - one near me 'doesn't have enough Internet bandwidth', apparently... Why put all the signs on the forecourt if it's not available?
I'm mystified by why this app isn't integrated with Carplay yet - it should perfect fit, to pay for your fuel using the screen in your car target than having to dig your phone out from wherever you've stashed it. This app was announced as an upcoming arrival for Ford's Sync3 system in about Feb 2018, but it doesn't seem to have appeared...
Come on BP, put it in Carplay!!",2019-04-11 23:31:44,"{'id': 8210027, 'body': ""Hi, really pleased you like the app. Thanks for the feedback, we're always looking for ways to improve BPme and will take it on board. ^CF"", 'modified': '2019-04-15T07:57:23Z'}"
622,mushrœm,True,Complete disaster,1,9 time out of 10 it doesn’t work.  Useless. Deleted.,2019-04-13 10:02:51,"{'id': 3938378, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:40:22Z'}"
623,Wily Willy,False,GreaT except for receipt,5,Easy to use. However the receipt sent by emails is 2 pages of A4 so if this could be cut down...?,2019-04-13 13:33:17,"{'id': 8209846, 'body': ""Hi, thanks for using the app and providing us with some useful feedback, we'll make sure to pass this on to the relevant teams. Thanks! ^CF"", 'modified': '2019-04-15T07:54:14Z'}"
624,GMac7Oaks,True,Doesn’t work with Santander Cards,1,Just as the title says,2019-04-13 16:15:32,"{'id': 7620777, 'body': ""Hi. Sorry you haven't been able to add your card. We're constantly working with banks to offer more ways to pay. It might also be worth contacting our support team at bpmeuk@bp.com so they can look into it for you. Thanks, ^AW"", 'modified': '2019-03-07T12:16:36Z'}"
625,Eilixh,False,Terrible,1,Was at my local BP. Started the process of picking my pump and the amount it then said my account had been declined. I check my account and it had already taken the money out. Terrible app won’t be using again.,2019-04-16 12:40:53,"{'id': 8424835, 'body': ""Hi there. We're really sorry you had some issues with the app. Please contact our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^CF"", 'modified': '2019-04-29T08:38:30Z'}"
626,Rjd-kent,False,Inconsistent,3,"Unfortunately the app is faulty a lot so you need to pay with alternative methods. 
It’s best not to rely on the app as your only means of payment.",2019-04-17 05:37:59,"{'id': 8424779, 'body': ""Hi there. We're really sorry you had some issues with the app. Please contact our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^CF"", 'modified': '2019-04-29T08:37:02Z'}"
627,Hookbell,False,Never managed to get it to work!,1,Every single time I tried to use this app to fill up my car using the fill tank option it has failed. I get as far as “the pump is unlocked” then an error screen saying something went wrong. Fortunately I spotted this before driving away the first time and kept an eye on the phone every other time. On each occasion I have gone into the shop to pay the cashier has told me not to bother with the app as it doesn’t work!  Now I understand that BP is stopping Nectar points so I probably will be deleting the app and going to the nearby texaco which is cheaper.,2019-04-18 22:48:18,"{'id': 8424641, 'body': ""Hi there. We're really sorry you had some issues with the app. Please contact our support team at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^CF"", 'modified': '2019-04-29T08:32:45Z'}"
